,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28
SNU-489,-0.2389524,-0.28026235,-0.87605363,0.34652033,-0.6029629,0.008879423,0.4364717,-0.8168051,-0.24505603,0.8676959,0.6125263,0.42198694,-0.28539458,0.008511841,-0.8307706,0.0404225,-0.4945439,-0.66164446,0.40312716,0.083125174,0.89236224,0.3372611,0.66210145,-0.27977338,-0.4876866,-0.06623356,-0.18472363,0.716283,0.94185024
NCI-H2196,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
MV4-11,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
HPAF-II,0.016267449,0.03723303,-0.60114884,-0.059812747,-0.5760749,-0.05617936,0.27149272,-0.52870274,0.1903912,0.44009256,0.11587736,0.093510166,0.26481122,-0.06608468,-0.55922246,0.6911415,-0.50247926,-0.53652394,-0.14269505,-0.4364961,0.31691697,0.10142589,0.6432511,-0.38173592,-0.5975044,-0.14281031,-0.053434465,0.43276584,0.34309232
Hep-G2/C3A,-0.21758232,-0.75513667,-1.1278062,0.58427906,-0.33361155,-0.007825136,0.5060065,-0.73699856,-0.33418435,1.428962,1.1881057,1.0573754,-0.22866133,-0.27813286,-0.6336572,-0.8456246,-0.18584882,-0.9213752,1.0013906,0.17926008,1.1120665,0.3887053,0.31718674,-0.21317945,-0.016703933,-0.4335847,-0.083828546,0.79784346,1.7268242
253J,-0.55457294,-0.68609583,-1.4797708,0.96834004,-0.58106285,0.15487178,0.74023604,-1.0024091,-0.795887,1.312263,1.0791161,0.8149808,-0.9392605,0.11839387,-1.0925158,-0.6815974,-0.4692711,-0.88839793,1.1493442,0.65795255,1.3544133,0.6163103,0.54862696,-0.4607464,-0.30900675,-0.05060956,-0.23694363,0.9879631,1.5237057
SNU-201,-0.2389524,-0.28026235,-0.87605363,0.34652033,-0.6029629,0.008879423,0.4364717,-0.8168051,-0.24505603,0.8676959,0.6125263,0.42198694,-0.28539458,0.008511841,-0.8307706,0.0404225,-0.4945439,-0.66164446,0.40312716,0.083125174,0.89236224,0.3372611,0.66210145,-0.27977338,-0.4876866,-0.06623356,-0.18472363,0.716283,0.94185024
23132/87,0.5112346,-0.93045837,-1.4117868,0.2185556,0.4088021,-0.09570054,0.39578933,0.5199598,0.6215683,1.3106265,0.797362,1.4927288,1.4143034,-1.0497308,0.646995,-0.81729203,0.47256312,-1.2675736,0.93290854,-1.1359026,-0.4295458,-0.15801446,-0.7145703,-0.91588277,0.761873,-1.5601873,0.6851122,0.063758224,1.4836606
RMUG-S,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
KMRC-3,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
DLD-1,-0.3827133,-0.35653993,-1.1465786,0.59496975,-0.64049566,0.091937706,0.5777131,-0.8770991,-0.4706959,0.9194721,0.65627575,0.4508837,-0.5798942,0.12463838,-0.97284186,-0.061754048,-0.5484442,-0.72034854,0.61523235,0.2993889,0.98976207,0.44584525,0.65734684,-0.4447717,-0.50378066,0.004106015,-0.20485322,0.7997017,0.98732066
SNU-61,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
NCI-H1650,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
NCI-H1651,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
AML-193,0.17970012,-0.64536816,-1.0736077,0.23144159,-0.056389242,-0.07587868,0.3751064,-0.13827103,0.24162278,1.157562,0.7840178,1.0347834,0.6526805,-0.5933255,-0.033102334,-0.48546785,0.043626845,-0.97503126,0.6799569,-0.5679523,0.2585562,0.066977434,-0.056590736,-0.5107518,0.19970798,-0.8737359,0.25797567,0.3853031,1.3202375
OCUM-1,0.4859218,-1.1842487,-1.6664362,0.4255046,0.54434824,-0.06714354,0.48924872,0.5857146,0.5189916,1.5765867,1.0527823,1.8065509,1.3752737,-1.1563413,0.7259602,-1.2545519,0.6135032,-1.4264832,1.2948548,-1.0518653,-0.3593376,-0.10902123,-0.91748226,-0.99965656,0.9980751,-1.7412349,0.75630164,0.10493004,1.8389328
Caki-2,0.12714148,-0.27033743,-1.0140624,0.13115388,-0.27303147,-0.020472243,0.38347515,-0.16394067,0.25784647,0.6724659,0.2643172,0.50526816,0.54282755,-0.31949502,-0.2082716,0.25899512,-0.2228688,-0.79515535,0.25326696,-0.61844826,0.016565919,0.045957547,0.18649921,-0.7065313,-0.18464863,-0.5749133,0.20456702,0.3113409,0.6219812
HCC1419,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
IA-LM,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
HMEL,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
RMG-I,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
EFE-184,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
NCI-H2023,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
Mono-Mac-6,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
NCI-H226,-0.068560325,-0.26538897,-0.6509062,0.116642565,-0.5080951,-0.07737591,0.30219436,-0.7012652,0.0015621185,0.8751842,0.61907965,0.48111975,0.07080728,-0.16608766,-0.6214614,0.042518616,-0.38251704,-0.64645684,0.2601764,-0.16723442,0.76314497,0.21623313,0.5890769,-0.13807313,-0.38990587,-0.2186453,-0.12459265,0.61603993,0.9756608
SNU-1040,0.64039797,-1.2249421,-1.7302233,0.35062858,0.7038995,-0.0854224,0.4671062,0.8536202,0.72062457,1.5550648,0.97325015,1.9032979,1.7237529,-1.3216987,0.9990787,-1.2544777,0.7552837,-1.5021853,1.285228,-1.3300986,-0.6858629,-0.22449312,-1.1394137,-1.1500684,1.1666768,-1.9830168,0.9206131,-0.05044961,1.7921083
Granta-519,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
TE-10,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
MOG-G-CCM,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
SW1417,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
HSC-4,-0.12479543,-0.5942804,-0.977518,0.40080282,-0.35280824,-0.036989942,0.42879766,-0.65409136,-0.1636017,1.2293308,0.9678915,0.8809451,-0.032203108,-0.28233248,-0.5576251,-0.5345076,-0.21748555,-0.8449675,0.7392297,-0.015213668,0.90405416,0.29795247,0.3541129,-0.22639114,-0.103129506,-0.42182276,-0.0549355,0.6933365,1.4514048
Hs 839.T,-0.027959801,-0.01883188,-0.89181983,0.11718884,-0.5346941,0.017295599,0.39245617,-0.418572,0.10614054,0.42096686,0.048368573,0.12282677,0.19431958,-0.030101776,-0.5402459,0.6779816,-0.49354327,-0.6201212,0.0045287907,-0.41368702,0.17463104,0.1287628,0.52505517,-0.6560137,-0.54889625,-0.19605444,0.025868153,0.40488872,0.2779054
RS-5,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
ML-1 [Human thyroid carcinoma],0.10969387,-0.71202654,-1.1313175,0.32898226,-0.0758661,-0.059243128,0.4144917,-0.22385433,0.12752588,1.2530608,0.8992563,1.0986544,0.50065994,-0.56207407,-0.116452605,-0.628364,0.033014446,-0.9966979,0.80206347,-0.4292997,0.41199,0.12913296,-0.03419441,-0.4780118,0.20950162,-0.8362626,0.2155691,0.46085212,1.4550295
SNU-719,0.1627369,-2.161937,-2.6147566,1.3765633,0.87033796,0.07540552,0.90213764,0.47267383,-0.18660289,2.6924975,2.2082598,2.949412,0.7199556,-1.3559918,0.6594061,-3.0389347,0.98680043,-1.9671669,2.7855132,-0.31288284,0.39195627,0.2552722,-1.4295672,-1.1273943,1.721917,-2.1358438,0.8129022,0.4941156,3.355307
SW403,-0.027541883,0.005092595,-0.65305775,0.0052390248,-0.5894158,-0.040154234,0.30254954,-0.5694436,0.12064785,0.48025748,0.16277099,0.118308574,0.17162934,-0.03912288,-0.6090128,0.6284887,-0.5144265,-0.550248,-0.07412501,-0.3582546,0.38677043,0.13777602,0.65334314,-0.38803062,-0.59806335,-0.11817558,-0.072848625,0.47133163,0.39668787
HK-2 [Human kidney],0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
A2058,0.019513078,-0.15899648,-0.55537015,-0.022912055,-0.49757868,-0.10051597,0.2448737,-0.60308033,0.1511203,0.7323375,0.45313275,0.37224653,0.2604978,-0.19383818,-0.5273025,0.2601173,-0.38336757,-0.60437894,0.07538296,-0.34499604,0.56866825,0.13543521,0.5815993,-0.16988373,-0.42504954,-0.24670088,-0.07972913,0.5196342,0.77601284
KMRC-2,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
NCI-H1092,0.043756783,-0.12971014,-0.5290723,-0.06132684,-0.49468386,-0.10688566,0.22909522,-0.57605326,0.19228874,0.69301647,0.40745306,0.34227732,0.31271333,-0.20147698,-0.50138366,0.320015,-0.38360167,-0.5927963,0.02451542,-0.39392793,0.51513517,0.11319421,0.57954097,-0.17864014,-0.43472344,-0.25442365,-0.06737969,0.4930969,0.72105634
SNU-1066,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
T98G,-0.11786393,-0.32494763,-0.7043874,0.19476542,-0.5139822,-0.06442207,0.33428252,-0.7562293,-0.08216074,0.95515,0.71197695,0.5420671,-0.035381705,-0.1505529,-0.6741717,-0.07929343,-0.38204095,-0.67001206,0.363624,-0.067723244,0.87201333,0.2614639,0.59326285,-0.120265506,-0.3702324,-0.20293975,-0.1497073,0.67000794,1.087424
SNU-466,-0.3767993,-0.8416697,-1.2713034,0.7917974,-0.40358165,0.043763444,0.6029814,-0.9072701,-0.57906634,1.5500169,1.3395169,1.1108941,-0.5708833,-0.16600157,-0.8328762,-1.0285065,-0.24876142,-0.9477105,1.2056729,0.46313977,1.3783418,0.5181267,0.3888199,-0.20617598,-0.051092923,-0.3145145,-0.17181571,0.9407453,1.8912985
Daudi,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
EJM,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
BL-70,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
HCC1833,0.22015765,-0.26682287,-0.6941723,-0.07907824,-0.25621653,-0.11886291,0.23507273,-0.23196241,0.39833948,0.75977117,0.4009881,0.5674882,0.71694165,-0.4368356,-0.1464454,0.16793022,-0.16456363,-0.7388631,0.13893664,-0.69827116,0.14807922,-0.008201074,0.24283814,-0.38813215,-0.15037507,-0.6073172,0.15439767,0.32113194,0.78855634
Panc 10.05,0.17991106,-0.17506342,-0.5949493,-0.12023144,-0.34816724,-0.12206552,0.21285078,-0.33592913,0.36747408,0.68360555,0.34618235,0.4395571,0.6205189,-0.35209185,-0.25615275,0.3041548,-0.25265777,-0.6657594,0.02915582,-0.63776076,0.2279462,0.012513306,0.375217,-0.31516117,-0.27650967,-0.47556585,0.08101689,0.35671848,0.69244576
OC 316,0.0323074,-0.14354098,-0.54149175,-0.043184996,-0.49605098,-0.1038775,0.23654678,-0.5888171,0.17284645,0.7115863,0.42902586,0.35643065,0.28805393,-0.19786946,-0.51362413,0.2917276,-0.3834911,-0.59826636,0.048538238,-0.37081927,0.54041684,0.1236978,0.58051306,-0.17450482,-0.43015483,-0.25077647,-0.07321186,0.5056295,0.74701023
HEC-251,0.15840921,-0.41364413,-0.83466977,0.07275155,-0.21875027,-0.09555067,0.30017194,-0.27039123,0.2742003,0.9326983,0.5845518,0.73524356,0.5889611,-0.45445853,-0.17815118,-0.10588431,-0.118439674,-0.8158721,0.36843166,-0.5629806,0.2890593,0.056785893,0.18172508,-0.39589638,-0.052571684,-0.6488416,0.15015228,0.3930791,1.0249248
OV7,0.07389566,-0.020256238,-0.511802,-0.12442674,-0.51959145,-0.098934494,0.21842386,-0.5139891,0.25981143,0.5355561,0.2253502,0.2018297,0.38175118,-0.16472197,-0.47954538,0.5547095,-0.42737478,-0.5530671,-0.120795615,-0.49054262,0.354091,0.072046414,0.5993818,-0.26727054,-0.5101609,-0.22648607,-0.04182752,0.42710692,0.49205405
JJN-3,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
KMRC-1,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
MDA-MB-134-VI,-0.13821062,-0.2580526,-0.74577117,0.20779034,-0.55210936,-0.039203033,0.3587249,-0.74326587,-0.09624496,0.8521812,0.59338474,0.43799567,-0.07403782,-0.08622274,-0.7089267,0.07109088,-0.43629587,-0.64801276,0.3035354,-0.07146859,0.79860914,0.26322588,0.6230408,-0.21027426,-0.44152167,-0.14945024,-0.14729872,0.65095484,0.93232834
OCI-AML-5,0.10969387,-0.71202654,-1.1313175,0.32898226,-0.0758661,-0.059243128,0.4144917,-0.22385433,0.12752588,1.2530608,0.8992563,1.0986544,0.50065994,-0.56207407,-0.116452605,-0.628364,0.033014446,-0.9966979,0.80206347,-0.4292997,0.41199,0.12913296,-0.03419441,-0.4780118,0.20950162,-0.8362626,0.2155691,0.46085212,1.4550295
SNU-601,0.06339303,-0.28222227,-1.0194821,0.18460542,-0.32059222,-0.009459086,0.4034749,-0.26074037,0.16689135,0.7092478,0.32219517,0.50133675,0.40127036,-0.26572895,-0.30666685,0.21189097,-0.26322886,-0.78342384,0.29745865,-0.5001065,0.15059888,0.09677689,0.25046703,-0.65947455,-0.2248763,-0.5001252,0.14863564,0.3763786,0.6777793
COR-L24,0.11975292,-0.03790697,-0.4466368,-0.18174472,-0.48560953,-0.12685259,0.17963478,-0.49133217,0.32133842,0.5697579,0.26426202,0.24833359,0.47639212,-0.22542214,-0.4201365,0.507775,-0.38433555,-0.55648845,-0.1349378,-0.5473136,0.3473265,0.043475892,0.57308877,-0.20608865,-0.46504796,-0.27863204,-0.02866819,0.40991104,0.54878557
Mel JuSo,0.001165092,-1.1381518,-1.5493243,0.7214637,0.09432274,-0.0017747283,0.58687747,-0.22063708,-0.13553238,1.7263441,1.378299,1.6062386,0.28738427,-0.6793283,-0.09234309,-1.3917735,0.2200217,-1.242597,1.4379677,-0.16670486,0.6705544,0.26275894,-0.29601175,-0.5616216,0.5516485,-1.0516411,0.27141997,0.59744436,2.0947742
SUP-B15,-0.068560325,-0.26538897,-0.6509062,0.116642565,-0.5080951,-0.07737591,0.30219436,-0.7012652,0.0015621185,0.8751842,0.61907965,0.48111975,0.07080728,-0.16608766,-0.6214614,0.042518616,-0.38251704,-0.64645684,0.2601764,-0.16723442,0.76314497,0.21623313,0.5890769,-0.13807313,-0.38990587,-0.2186453,-0.12459265,0.61603993,0.9756608
SCaBER,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
UM-RC-2,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
COR-L95,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
GR-M,0.006739691,0.044151057,-0.6153745,-0.04858665,-0.58440393,-0.04967258,0.27994993,-0.5321434,0.17833507,0.42815447,0.1022158,0.079255804,0.2453313,-0.051414713,-0.5720279,0.7080238,-0.51335657,-0.53468585,-0.14340925,-0.4262933,0.31411722,0.10676126,0.64971083,-0.39790753,-0.6096994,-0.13030541,-0.05571466,0.43487006,0.32415447
OCI-AML-3,-0.21758232,-0.75513667,-1.1278062,0.58427906,-0.33361155,-0.007825136,0.5060065,-0.73699856,-0.33418435,1.428962,1.1881057,1.0573754,-0.22866133,-0.27813286,-0.6336572,-0.8456246,-0.18584882,-0.9213752,1.0013906,0.17926008,1.1120665,0.3887053,0.31718674,-0.21317945,-0.016703933,-0.4335847,-0.083828546,0.79784346,1.7268242
