,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123
VMRC-RCW,0.20192105,0.7357052,-0.091015525,0.075286195,0.19863653,0.35924834,0.42744562,0.27465987,0.07030657,0.22617309,-0.68918157,-0.08889885,0.17411722,0.036065184,-0.05091257,-0.087222174,0.25920665,0.41428635,0.19641006,-0.13217205,0.076315224,0.68431264,0.6761836,0.53367054,0.24095538,-0.52926666,0.04416198,-0.0074869543,-0.30486366,0.5784854,0.60971504,-0.34047997,-0.80060405,0.37622333,-0.31324857,-0.19461514,-0.33720866,-0.09320957,0.4641819,-0.1619692,-0.17759116,0.5566925,0.32458335,-0.395825,0.0761493,-0.22458804,-0.094803125,-0.35288286,0.408093,-0.27377245,0.44295403,0.00020914897,-0.14038652,-0.00241201,0.36893415,-0.25366893,0.50422114,0.24488328,0.36978987,-0.7885439,-0.6108256,-0.59076804,0.3203463,-0.50020814,0.027387962,0.3540575,0.1667433,-0.3712608,0.19564335,-0.3802539,-0.67087686,-0.1752494,-0.069281206,0.09352887,0.33710614,-0.4770024,-0.9440738,-0.25650516,0.2498358,0.37956116,-0.11461736,-0.03987263,-0.48567143,-0.12792327,0.25212446,-0.4934968,-0.29910743,-0.33227706,0.5492717,-0.6404759,-0.2815105,0.38719344,-0.7484809,0.4993673,0.032399453,0.045081533,0.641567,-0.07746553,0.5842285,-0.17691718,0.10255856,-0.94222647,0.21121636,-0.31616673,-0.08372354,-0.09759096,-0.037590194,-0.49222288,-0.555956,-0.0033087414,0.3919684,-0.540654,0.24590646,0.5051046,-0.005200058,0.3151695,0.10800928,-0.086055875,0.4810993,-0.27376756,-0.3596046,0.25941882,-0.07310544,-0.2936893
Huh-7,-0.22447276,0.4118066,-0.19079243,0.20087893,0.09605073,0.5212443,-0.035845384,-0.20327656,0.09721385,-0.3611415,-0.87882334,-0.09415917,-0.6288841,-0.12913308,-0.16496696,-0.20967671,-0.15579173,0.33842558,0.13304639,-0.16217206,0.014810458,-0.12142165,0.16989405,0.065339565,0.2058678,-0.41690025,0.03211207,0.07399841,-0.40637457,0.15532069,0.017509617,-0.17310141,-0.6841283,-0.074777484,-0.016045395,-0.09090267,-0.12072611,-0.11823279,0.22493346,-0.07123209,-0.28774923,0.21720906,-0.29164055,-0.074008025,-0.35638314,0.025051676,0.14300981,-0.77784204,0.16884217,0.010210659,-0.1089193,-0.03411846,0.0076402314,0.16414373,0.07099888,0.06428184,0.37602657,-0.019271895,-0.08656347,-0.6359222,-0.3664718,-0.6526143,0.1139113,-0.34922066,-0.17277516,0.018596204,0.63038474,-0.5345411,0.05149161,0.00019553304,-0.18680097,-0.15339589,-0.24576668,0.46655345,0.1274734,-0.347983,-0.4184998,-0.35557312,-0.2341085,0.3335525,-0.0026039432,-0.47422174,-0.3035145,-0.06022418,0.16428486,-0.3842855,-0.29386464,0.2170931,0.07009984,-0.23259151,0.24488086,-0.46047324,-0.03175415,0.15267539,-0.03517571,0.16407128,0.03400173,-0.16071734,0.3850115,-0.12858327,-0.026191631,-0.36899093,0.17960113,0.26190415,-0.02500955,-0.3280737,-0.06842482,0.09968746,-0.196838,-0.051320843,0.3055179,-0.3542994,0.32735908,0.29689687,0.13213369,0.42559358,-0.19742854,-0.035513222,0.68673116,0.030326316,-0.10121539,-0.23787943,-0.024348304,0.056006715
NCI-H2066,0.27286017,0.23591737,-0.039753854,-0.065374576,0.1853669,0.104008116,-0.16645478,0.04802426,0.90545595,0.21749572,-0.32617608,-0.012518231,-0.31201082,0.08176711,-0.53084004,0.08404678,0.23894058,-0.0068327,0.25876567,-0.15771377,0.0765067,0.035645906,0.59044874,-0.4889567,0.39519992,0.9471397,0.06452979,-0.2987225,-0.27453318,-0.09228693,-0.32060385,-0.12218599,-0.49860752,0.26206455,-0.028108671,0.7608387,-0.32134432,0.21460818,-0.12802793,-0.114607036,0.44495267,0.115677364,0.16980547,-0.22467163,0.1724611,-0.30922088,0.20521694,0.25640786,0.44699082,0.061651524,0.018819336,0.28132468,-0.6116871,-0.263986,0.3952604,0.23176831,0.5328616,-0.56111324,0.28961387,0.611266,-0.4311182,-0.20348512,-0.26895285,0.19752184,-0.06519498,-0.22737958,0.35835138,0.050244827,-0.5707648,-0.11392248,-0.103812695,-0.80783415,0.31193465,-0.37000632,0.24315806,-0.10024614,0.13056275,-0.7410802,-0.077881955,-0.1466961,-0.01092508,0.32404172,0.111033626,0.121144965,0.1671398,0.093530454,-0.18820274,0.2901472,0.08039471,-0.16044036,-0.013262462,-0.45738113,0.2808642,0.000101961195,0.016138924,0.05048746,0.06094186,0.14241233,0.3330329,-0.16363087,-0.1038099,0.13135932,0.29556036,-0.30083704,-0.31707984,-0.2856246,-0.35204667,-0.19367668,0.07642424,0.30687752,-0.3223898,-0.37569204,0.25457448,0.26898575,-0.030893285,-0.05765603,-0.8281609,-0.04752005,0.40762645,-0.12814532,-0.1827602,-0.06437039,0.6078673,-0.74596554
B-CPAP,0.5020179,0.8675084,-0.5439494,0.3300061,-0.360391,0.97095394,-0.005409294,0.07282254,0.50376177,0.9033753,-0.52557814,-0.1372949,-0.13613042,0.03043656,-0.1690213,-0.6185016,0.40807575,0.17868598,-0.079812,0.11932725,0.403987,0.8113332,0.9113637,0.20504254,0.76694477,-1.0485059,0.08396588,-0.047354013,-0.43223736,0.16930993,0.5625261,-0.537225,-1.110268,0.84138656,-0.7284895,-0.32525092,-1.1051114,0.14437261,0.5831702,-0.14763239,-0.72045624,0.59252787,0.6356437,-1.1140555,0.033833217,-0.8750918,0.127365,0.19461067,0.8949348,-0.15646145,0.62543,0.5005181,-0.115471326,-0.014374901,0.07281644,-0.07048153,0.9694715,-0.07446733,0.71051204,-0.70678693,-1.1652455,-0.264428,-0.0470652,-0.27899954,0.058862116,0.262464,-0.088923946,-0.17100726,0.16639331,-0.75674665,-0.9377511,-0.17103615,0.20710528,0.50491154,0.6436634,-0.4335536,-0.95198363,-0.7842537,0.07709666,-0.07736741,0.35263127,0.34006706,-0.7387735,-0.2607363,0.24462816,-0.29301566,-0.57191366,0.122813,1.0385982,-0.82183146,-0.562509,1.2708845,-0.91157234,0.35786948,0.5145109,0.0559178,0.94927436,0.34693617,1.2043357,0.0169846,-0.059650697,-0.9281259,0.35471928,-0.31466207,-1.042158,-0.1753456,-0.15631512,-0.83691865,-0.56780607,0.6762272,0.04438776,-0.57874113,0.3198221,0.61097986,-0.42074928,0.28297266,-0.0066965185,-0.12780705,0.7096912,-0.9024227,-0.7165549,0.95550144,0.31350774,-0.47646594
NCI-H1341,-0.55081177,0.16549864,0.28606775,-0.10671556,0.024005916,0.22467633,0.40090364,-0.14356452,0.28801325,0.2973945,-0.28390366,0.03900666,0.029808812,0.18675828,-0.073385745,-0.21873811,0.20533735,-0.3365846,0.20968947,-0.31659478,-0.05686006,-0.35048735,0.084171996,0.008443687,0.15455016,0.73271626,-0.04104614,-0.14504205,0.22278225,-0.0037638806,0.11185904,-0.0375315,-0.45053592,0.038028106,0.2698141,0.5467667,-0.11925125,-0.20241746,0.0057262024,0.2244443,0.07400238,0.12623818,-0.044857994,-0.17097309,-0.24277279,-0.024433345,-0.15531659,0.22328043,-0.0031961547,-0.08404784,-0.015077751,0.31556624,-0.38086677,-0.5711973,-0.04001934,0.030269243,0.23634209,-0.27408314,0.28971773,0.34729323,-0.11827815,-0.40057012,-0.115799464,0.38176572,-0.549375,-0.16738033,-0.35715032,0.43801585,-0.26285473,-0.35814714,0.06988208,-0.09189071,0.053213812,-0.05952985,-0.16582285,-0.8386773,-0.14671826,-0.7657352,-0.3059113,0.06479457,0.21519534,0.24653898,-0.22631054,-0.0796233,0.32251188,0.2960093,0.14370413,0.24835171,0.2980717,-0.06277294,0.021466572,-0.19059607,0.2700143,-0.069970585,-0.116729155,0.33045304,0.23353425,0.0723074,0.29392192,0.05188099,0.4484099,-0.026118089,0.021267235,-0.06595981,-0.19974627,-0.34397525,0.06283973,-0.23770146,0.42238656,-0.06290154,-0.22006063,-0.22980674,0.030520821,-0.07177635,0.11999681,-0.40878397,-0.16283573,0.022461146,-0.52935827,-0.019973887,-0.22184393,0.061663624,-0.21008426,-0.72014457
NCI-H1876,-0.0024865754,0.83296615,-0.2002703,0.09236483,-0.05855547,0.2638424,-1.1834357,-0.91382897,0.51695085,0.41448602,-0.26299644,0.59648174,-0.9231644,0.34516388,-0.9979917,0.14790246,0.23731205,-0.050561156,0.13075113,-0.666364,0.8521797,-0.32867008,0.6547163,-0.96058136,0.8745359,1.7797556,-0.3458967,-0.256979,-0.10610648,-0.29698038,-1.0794727,0.52213335,-0.73843104,0.920629,0.142037,1.2297522,-0.8410902,0.34276137,-0.02660545,0.12716714,0.77524066,-0.13043626,-0.06168288,-0.1837351,0.4055939,-0.5989342,-0.07364991,1.3136792,1.39905,0.9704061,0.22690631,0.38294858,-1.5885099,-1.0243429,0.7336287,0.21270841,1.1425378,-1.3884001,1.4448138,0.83710045,-0.564373,-0.66362095,-0.0026853834,0.95618445,-0.6969891,-0.2956944,-0.1099316,0.09054968,-1.375289,0.1253157,0.73560303,-1.2705199,1.2423973,-0.6201035,0.24630193,-0.7320521,0.6672787,-2.0467372,-0.44229758,0.17730762,-0.6834182,0.40212962,1.3805898,-0.31651893,0.065240696,0.93372434,0.10870406,1.6705328,0.3397522,0.8651714,0.05737016,-0.6274636,1.0371462,-1.0886993,0.21812497,0.24260278,-0.30423927,0.3280278,0.8159103,1.0548899,0.20282568,0.46413314,0.18616086,-0.68111885,-1.0529228,-0.8510578,-0.9712098,0.1666057,0.4282588,0.67794514,-0.58890843,0.25915584,1.3914356,0.48270053,-0.25176048,-0.18403292,-0.9617612,-1.5288157,-0.44969255,-0.50071836,-0.7035023,0.6638645,0.81087244,-0.8260034
JHH-7,-0.2962728,-0.05556661,0.015816974,0.1951414,-0.15772212,0.3753448,0.23895817,-0.053934097,0.036550544,-0.4043575,-0.8256588,-0.24911118,-0.6282508,-0.038599752,-0.061088968,-0.14070885,-0.31140712,0.37993306,0.11542897,-0.30735022,0.03334643,-0.2296616,0.08012363,-0.16086966,0.06998781,-0.18256857,0.1706067,-0.05818993,-0.28827855,0.1488359,-0.07841487,-0.10970695,-0.6407104,-0.21327262,-0.0022421032,0.33115137,0.14111705,-0.034292504,-0.05612253,0.07018137,-0.0777937,0.1286379,-0.30696833,0.25405744,-0.58098805,-0.036614183,0.3436602,-0.79865867,0.09352619,-0.15086837,-0.097937025,0.066535376,0.019353785,0.09560041,0.13717842,0.10140536,0.14766105,-0.04907076,-0.08067247,-0.098910116,-0.2701093,-0.7696454,0.22918108,-0.12523916,-0.28291634,0.044493057,0.49011284,-0.3077333,-0.081773445,0.25501198,0.15655246,-0.09387587,-0.24138078,0.34084368,-0.0033582812,-0.12349517,-0.37051964,-0.38689977,-0.28156167,0.3592538,0.07935364,-0.4520442,-0.0011243578,0.094322816,0.42451346,-0.3661955,0.08770487,0.29425424,-0.09210211,-0.036773957,0.43910226,-0.6408187,0.22216612,0.07438097,-0.017082712,0.17410941,-0.36268252,-0.19790798,0.21364035,-0.65420306,0.06194132,-0.19237874,0.2030854,0.2751129,0.000853803,-0.1904498,0.07911042,0.0037798025,-0.2521723,-0.31530076,0.09022152,-0.42880875,0.11444751,0.2040072,0.007361509,0.12194842,-0.39919788,0.044852138,0.45221564,0.17995493,-0.15913606,-0.15709902,-0.06534174,-0.021964474
NCI-H1573,-0.40191513,0.4160093,0.14090446,-1.2164944,-0.062305443,-0.116420984,0.40465227,-0.043598063,-0.048756786,-0.2042277,0.094088055,0.12238583,-0.30256373,-0.15948156,-0.15618302,-0.81004804,-0.01830726,-0.21991454,0.033214964,-0.7117164,0.17736785,-0.58888453,0.45626524,0.25831446,-0.19619063,0.28534532,0.26252162,0.21313544,-0.14215235,0.4000628,0.22539875,-0.052553926,-0.47831306,0.18396764,-0.45240754,-0.9478982,0.2180407,-0.0926053,0.18467353,0.6163986,0.9576168,-0.8176127,-0.3580189,0.8565792,0.025338601,0.27236512,0.35638797,-0.16399671,0.7451697,-0.5674675,0.08259835,0.27637196,-0.55301195,-0.37827098,-0.398523,-0.34699336,-0.405186,0.28313464,-0.01751499,0.24123642,-0.6090655,-0.1597357,-0.09015849,-0.29413232,0.2897716,0.18345834,-0.07311791,-0.065293685,-0.09181921,-0.046822354,-0.35267934,-0.32895464,0.5891846,-0.3018976,-0.2917215,-0.05451376,-0.25703946,-0.38184837,-0.21988842,0.3006993,0.30021223,-0.94722396,0.71065104,0.19795763,-0.44981873,-0.7850939,-0.056757655,0.68897206,-0.90959966,-0.029625148,0.48272306,-0.54908395,0.75425065,1.0293783,-0.4463568,-0.13723217,-0.2831648,-0.44940978,-0.20922412,-0.07766943,0.5156499,0.35887393,-0.38914335,-0.16297904,0.12804356,-0.35449576,-0.18982616,0.12601979,-0.0052689696,-0.06330062,-0.18446022,-0.8931632,-0.17090246,-0.20633692,-0.19232857,-0.0477211,-0.81815773,-0.33324918,-0.6390214,1.494279,0.57369566,-0.45205912,0.5000384,-0.2892033
HLE,0.07752563,0.2875573,0.039261803,0.07275927,0.31611547,0.070406005,0.31381312,-0.06822422,0.15794921,0.064566165,-0.46951744,-0.017749507,0.35424653,0.16584986,-0.17187388,-0.19136381,0.17998622,-0.14318737,0.048289735,0.099445656,0.14123343,0.28374204,0.30520993,0.2768331,-0.079693,-0.33722663,0.13072768,0.009572774,-0.30749905,0.21732937,0.4015112,0.03041887,-0.43864444,0.024811124,-0.16288452,-0.46638325,-0.31871256,-0.1869608,0.5096268,-0.08227678,-0.38317597,0.17984848,-0.10056153,-0.34783298,-0.1858497,-0.05964341,-0.16275796,-0.42626303,0.28480962,-0.1402779,-0.0045993365,-0.028911024,0.21257967,-0.024228077,0.08814087,0.067017056,0.23779705,0.30909383,-0.059099935,-0.42904153,-0.076376684,-0.20882885,0.09133537,-0.35543913,0.26393145,-0.025871944,0.10760836,0.20473346,0.20168065,-0.3867011,-0.25394374,0.062192578,-0.20115702,0.12787925,0.17851245,-0.10177309,-0.5682903,-0.17973533,0.12458631,0.03206746,0.006366332,0.070100844,-0.421571,-0.12292579,0.13643202,-0.33978188,-0.24745601,-0.09205568,0.11980628,-0.4420415,-0.2025261,0.095558904,-0.46533036,0.099824645,0.07868187,-0.21517874,0.3897892,-0.08697555,0.43716887,-0.32918656,-0.021958584,-0.2644279,0.02394775,-0.082471386,0.060360238,-0.16980082,-0.054248348,-0.08771081,-0.20886122,-0.26551792,0.32989678,-0.24678634,0.038923264,0.08417782,-0.16095729,-0.14510371,-0.117920324,0.23432048,0.33271098,-0.32113177,-0.2266791,0.12830809,0.006252248,-0.115616
NCI-H2141,0.3644121,0.95394677,0.047868103,-0.34427708,-0.092806734,0.3003106,-1.917022,-1.0447742,1.1716982,0.9611241,0.06552872,0.61856514,-1.556227,0.24117553,-1.3006299,0.94042224,0.05083652,-0.32712254,0.3098086,-0.73402745,1.4670981,-0.48419785,1.1837455,-1.6995522,1.4285222,2.6212425,-0.6511188,-0.64567846,0.18645272,-0.63151383,-1.9003084,0.29932693,-1.1440762,1.4271653,0.39264563,2.2275786,-1.5725287,0.82832646,-0.07968543,-0.14468947,1.1954405,0.057746686,-0.18286102,-0.20055792,0.82431155,-0.6442057,-0.5344865,1.9763929,2.1021156,1.2908201,0.32463056,0.6529904,-2.4559011,-1.2897049,1.1214696,0.38155848,2.0406158,-2.1560912,1.8603361,1.2446098,-0.9430549,-0.691174,-0.03735192,1.5486224,-1.4817324,-0.2625486,0.2389114,0.12633593,-2.0928364,0.31541282,1.0948124,-2.0948036,2.0673609,-1.0341275,0.20453724,-1.0602456,1.2242343,-3.2871757,-0.6167991,-0.039758842,-1.0037069,1.0130748,1.7561821,-0.35760206,0.23474285,1.6480838,0.19599481,2.1222243,0.8608412,1.2379446,0.15784755,-0.91589344,1.4018395,-1.2939975,0.92835695,0.4943887,-0.08327699,0.6516544,1.1455417,1.5326093,0.40679774,0.5376469,0.091333926,-0.8640079,-1.2587351,-1.2922698,-1.6367123,0.24407835,0.30610868,1.1701385,-0.93981695,0.5126003,1.9729097,1.1918433,0.1330105,0.19372408,-1.453572,-2.3365276,-0.7402274,-1.332191,-0.9407291,1.3225975,1.2028407,-1.0152196
NU-DHL-1,1.4522529,-1.1213342,2.3202462,1.5172533,-1.1293703,-0.074681066,0.05842708,-0.32893237,-1.5717368,-0.6588045,-1.3871794,-0.19338168,1.941769,-0.5302404,2.349313,-0.7706077,0.76701176,1.2383084,-1.9652592,0.1566011,-0.126572,-1.7349131,-0.32324395,0.04014046,-0.8916898,-0.19680165,0.6540504,-1.2795495,-1.1932386,1.7512976,-0.055664543,-2.0089054,0.15320246,-0.7760116,-0.59618443,2.6511962,0.8689758,-0.44944584,-0.74469864,-0.022565968,-2.2178645,0.41346413,-1.755533,-0.92031866,-2.5681896,2.011091,0.09722704,-2.7603972,-2.8742301,-1.4856969,-2.357738,0.7649878,0.1564928,1.790347,0.5980396,1.359672,0.3593692,0.8120364,-0.07447359,-0.679163,0.4391122,-1.1789494,1.4327849,-0.59755164,-0.40780362,0.48453498,0.07420875,-0.862107,1.6049757,0.83377004,4.86125,3.6268153,-0.43084472,0.96843064,-1.3706789,-0.1619182,0.726082,-0.7346737,1.4576031,1.7073375,0.88413185,1.6354868,-3.3233554,2.2370732,1.9961497,-0.85681385,0.81505924,-0.7555045,1.9942361,1.9109566,3.1023376,-0.92430115,-0.22847988,-2.227047,-0.20193002,-0.39622506,-2.1870034,-1.1245643,0.81866795,-1.2854834,-0.30987093,-0.03156613,-1.745621,1.636397,0.7296275,-1.2561642,-0.31569946,-1.9890604,0.23370904,-3.198241,0.42227647,-1.2350142,-0.8451191,0.23256291,-0.9502174,-1.0928793,0.44044194,0.8806768,0.8009594,-2.0860486,1.3744353,-0.8337998,-1.3827933,1.2287406
Granta-519,1.2720643,-1.1058111,2.1391332,0.5907525,-0.7508405,-0.16884744,0.938258,-0.43700573,-1.5323119,-0.5459732,-1.1169138,-0.78644425,1.564638,0.033955123,1.7850293,-1.3447464,0.41727507,0.99143636,-1.8127695,-0.04623389,-0.047563836,-1.3516095,0.39589992,0.1766025,-1.4353273,-0.42110616,0.17089252,-0.6177494,-1.2821155,1.5796583,0.54203874,-1.7532719,0.15118782,-0.78020346,-1.3447071,1.5006441,0.97106147,-0.62339973,-0.618188,-0.06323601,-1.8317075,0.54774636,-1.5639796,-0.35451823,-2.315651,2.3295777,0.35168192,-3.4043763,-2.6566439,-1.6084359,-2.3479803,0.7809994,0.16112813,1.8783393,0.18398279,0.86299115,-0.5740642,0.91739565,-0.41861293,-0.8373586,0.3107389,-1.2281446,1.5943984,-0.726468,0.20900728,0.5424968,0.42477906,-0.10459961,1.6225216,0.14342567,4.0377593,3.602557,-0.7771802,0.28085268,-1.0678097,0.4989936,0.28869635,-0.19925936,1.4206353,1.4512328,0.33059332,1.4407412,-2.8442118,2.0702918,1.2589089,-0.74893624,0.49264193,-1.1837442,1.4214984,1.5651662,2.7513447,-1.0662138,0.26047897,-1.0828555,-1.0554338,-0.55738723,-1.8576491,-1.535199,0.64088684,-1.6164192,0.08335633,0.3023901,-1.6660751,1.6788713,1.3919389,-1.0053291,-0.25986293,-1.7334709,0.020753235,-2.7610369,0.84332824,-1.5106264,-0.8450494,-0.6099567,-0.51974016,-1.9409297,-0.21769433,1.4003408,1.0197477,-0.78636587,1.7020746,-0.9168336,-1.1378179,0.7106951
NCI-H1915,0.11261462,0.19248737,0.24584696,-0.095645644,0.13633668,0.13972062,0.22923751,-0.1497303,0.04679714,-0.15900132,-0.14941482,-0.085999325,0.22962964,0.18990794,0.18730515,-0.08639862,0.07897911,-0.16680403,-0.11082015,-0.083988585,0.07072006,0.12460309,0.15425175,0.04233728,-0.124959,-0.15574558,0.17004855,0.0775733,-0.12852614,0.24432679,0.29109865,-0.062518016,-0.35619903,-0.13833973,0.018565103,-0.27776548,-0.1944298,-0.059701294,0.27402034,-0.16573577,-0.112548254,-0.048747845,-0.14508824,-0.12757094,-0.16386877,0.04048697,0.045826606,-0.3464865,0.1978967,-0.17677467,-0.1246729,0.21550487,0.20552883,-0.04760242,-0.11439874,0.0768084,0.0954396,0.31165504,-0.24390315,-0.084461726,-0.21474627,-0.02286746,0.19177783,-0.14687967,-0.013386082,0.069832526,-0.011355247,0.09949136,0.23766504,-0.2408688,-0.23002884,-0.10093914,-0.20378879,-0.01039055,-0.18876614,-0.09340131,-0.34784395,-0.0391268,0.082149625,-0.029685874,-0.010359368,-0.029754192,-0.2629925,0.05845889,-0.15825006,-0.388718,0.14408925,-0.113361344,-0.10564709,-0.36111087,0.08370497,0.0041129254,-0.069552556,0.21619618,0.014169088,-0.16822562,0.3410016,-0.15442637,0.14906356,-0.11381644,0.029836467,-0.23004258,-0.27124703,0.046610612,-0.03469806,-0.08278589,0.010861034,-0.039562557,-0.1286567,-0.19587152,0.30098853,-0.0883313,0.154079,0.04588332,0.011528533,-0.21483365,-0.29060546,0.16128482,0.21431758,-0.14781329,0.08039065,-0.1260585,-0.09388324,0.09564001
OE33,-0.2092787,0.30358174,0.1710296,-1.4619588,0.266593,-0.16375169,0.506689,-0.17607708,-0.1695608,-0.6356366,-0.101383336,-0.09994322,-0.22313628,0.040746547,0.07148366,-0.77605814,-0.33062643,-0.28254092,-0.20126453,-0.7385616,-0.20205669,-0.5094895,0.9326443,0.54054016,-0.40499684,0.17543383,0.69750863,0.5270067,0.07564271,0.55046207,0.32234317,0.25589284,-0.45215568,0.4289429,-0.6762366,-1.501852,0.8517946,-0.22755888,0.38735023,0.9524185,0.6960137,-0.96372586,-0.37431946,0.6790119,0.12296404,0.2929648,0.2833762,-0.33002877,0.89283866,-0.75172836,-0.16478252,0.13710323,-0.17447063,-0.2536009,-0.4161275,-0.2688906,-0.559584,0.5159309,-0.70275027,0.5865967,-0.5838233,0.00649751,-0.18197839,-0.33600867,0.27813923,0.37538216,-0.10429284,-0.057218697,0.038631443,-0.26031956,-0.22955593,-0.3503917,0.45791572,-0.40147,-0.6464978,-0.19780628,-0.22221878,-0.26372558,0.13538696,0.21743147,0.27882034,-0.7932967,1.0012821,0.21083353,-0.48563617,-1.1339773,-0.005487915,0.46121335,-1.0765795,-0.06050345,0.97464716,-0.7566689,0.7711984,0.99705946,-0.7621091,-0.044239223,-0.5632047,-1.138187,-0.20650457,-0.29862207,0.27392387,0.38331085,-0.44853014,-0.1675151,0.47728297,-0.53606594,-0.13564548,0.56082463,0.06459104,-0.2931116,0.26966506,-1.0166883,-0.15144402,-0.21198942,-0.23173407,-0.23587354,-0.4946652,0.35494694,-0.65779364,1.3628806,0.69830596,-1.3237052,0.22336765,-0.11606657
SK-MEL-5,0.22376178,0.040874444,-0.27822694,0.1799893,0.31487972,-0.002727617,-0.007613239,0.17303097,0.57754767,0.057960782,-0.30400896,-0.34913248,-0.075838596,-0.009392314,-0.49211645,0.012351703,-0.112617776,0.20126215,0.0626362,0.15683755,0.19180758,0.037129328,0.56613505,0.0027450062,0.2712381,-0.1646446,0.17122732,0.055037796,-0.53549194,0.15004773,0.11027858,-0.16610774,-0.72551566,0.4450946,-0.23234338,0.094523296,-0.23450617,0.14501089,0.06377714,-0.4298012,0.084928006,0.45264104,0.20452839,-0.51537895,-0.20758359,-0.3589873,0.080131575,-0.62004274,0.31440434,0.2354042,0.37339592,-0.10807352,0.13483813,0.5042653,0.3370653,0.070014946,0.7711306,0.15476887,-0.04967255,-0.4750878,0.013057658,-0.40642896,-0.2671826,0.17816788,-0.4701903,0.14417689,0.46170288,-0.03291974,-0.12474309,-0.35249096,-0.15489715,0.29794687,-0.24054933,0.17434262,0.073922776,-0.19327575,-0.618426,-0.6231141,-0.21397063,0.05428795,-0.29249033,0.30005392,-0.19963154,-0.005557608,0.3111127,-0.34196144,-0.5587413,-0.18893245,-0.00615748,0.11077496,-0.46847898,-0.17587152,0.025483295,-0.41762242,0.08243501,0.03457696,0.24642977,-0.062471338,1.0713295,0.03698082,0.19566752,-0.67236733,-0.09175159,-0.38431564,-0.17169663,-0.6450565,-0.40583143,-0.13867293,0.07111248,-0.008591566,0.049544107,-0.13095473,0.33645174,0.3549295,-0.34795088,0.34222868,-0.07657978,-0.14825585,0.168054,-0.32189357,-0.093181774,0.07647468,0.007229045,-0.23386815
TE-11,-0.57745606,0.9643131,0.042115264,-1.6074103,-0.47244504,0.25700283,0.47237152,-0.22078134,0.01365356,-0.35754848,0.3158796,0.11255051,-0.71010524,0.18747735,0.5921153,-0.93426347,-0.083082356,-0.5509667,-0.6870421,-0.8722125,0.1502681,-1.386159,0.8180959,0.5567503,-0.41747338,0.45187065,0.33037373,0.96902895,0.01984567,0.46763343,0.82423264,0.1724848,-0.6123878,0.39204705,-0.4586305,-1.805673,0.34147716,0.072586365,0.175666,1.006882,0.8061838,-1.3025274,-0.17400414,1.2711774,0.17358345,0.4131476,0.47622144,-0.14157005,1.1865959,-0.46043983,-0.03734759,0.23297101,-0.7651938,-0.8181093,-0.62061274,-0.14043233,-0.37014827,0.11924465,-0.4060594,0.68024695,-0.9945109,-0.21622227,0.04491131,-0.29428196,-0.4424418,0.2122942,-0.7672437,0.6427799,0.16434214,-0.41854566,-0.42868578,-1.0234641,0.7963491,-0.31323314,-1.0492604,-0.5155877,0.19995832,-0.6851038,0.16309483,0.277556,0.3578158,-1.3460577,1.3894473,0.17629597,-0.3737344,-1.4002651,0.30062908,0.9855856,-1.2711271,-0.30249083,1.0873044,-0.66173595,1.4155178,1.1462424,-0.874185,0.35865626,-0.5400935,-0.8274476,-0.07029487,0.14655548,0.6270965,0.578555,-0.5928616,0.023636933,-0.015140653,-0.5663485,0.056529693,0.62781346,0.4857136,-0.27713752,-0.28288114,-1.0480205,0.15132657,-0.15735109,-0.19556841,-0.5348571,-0.95132846,-0.087833956,-1.4299607,1.9113352,0.6842319,-0.8806276,0.27864578,-0.39469787
