,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69
HCC1599,-0.660117,0.057775393,-0.9768658,0.99079937,-1.4126394,-0.2948742,-0.38256618,-1.4315068,0.8142662,0.9275262,-1.36862,1.594934,-0.028765995,-0.22164929,-1.9412655,-0.3609576,-1.1107618,-1.6012988,0.8064882,0.3313328,1.081304,1.6133533,-0.7651902,-0.92236114,2.2214434,0.19101484,2.333538,-1.4240445,-0.57376647,0.93563133,1.1392658,-1.0007086,0.8084422,1.167442,2.3311222,0.94778895,-2.1683097,0.04171608,-0.6117727,0.032455612,0.0020503923,0.88584775,-0.33464745,0.7030402,0.14168254,0.64109296,1.9110403,-0.26054737,1.2191545,0.17526975,0.068411805,1.5928693,-1.0483207,0.88933164,0.44812265,0.6957424,-1.8404051,-1.8541551,0.37891173,-1.9171488,-0.5348974,1.5133458,-1.2163528,1.003626,1.1620796,0.7267322,-0.08078381,-0.76035,2.2888079,0.18960282
EFM-192A,-1.0908556,-0.058956876,-2.9701047,0.72231007,1.7701918,-0.9884848,-1.3607764,0.18527205,-0.78888017,-0.11485362,-0.5646484,0.6245671,-0.8072871,0.4195554,-0.100709625,-0.21178201,0.42485043,2.084524,-0.44077054,0.50802773,-1.4216577,1.6084353,-0.15162155,-1.8185791,-0.9905186,-1.3830771,1.9095569,-0.5891593,-0.028657496,-0.19569455,1.8340425,-1.8846692,-0.85338247,1.8534342,-0.2738231,1.4279301,-0.14439178,-1.5647335,-0.06626418,2.3747733,-0.76393676,-1.156854,-0.9348771,1.0049183,-0.18673632,0.16004504,-0.42970714,0.12323355,-0.38381508,-1.3098519,-2.9022834,0.7020481,0.72141623,0.06971177,1.6822966,0.6924876,-0.36559507,-0.6624854,-0.5228029,0.5637179,0.18027563,-0.3336495,1.357513,-0.81035256,-0.53003806,0.45613843,0.55785614,0.3625281,-1.4334294,2.4750106
NCI-H2227,-0.6748333,0.5032638,-0.33878312,0.9898507,-2.3145466,0.29309273,-0.3650259,0.5971631,-1.4775691,-1.6349692,-1.329981,1.8070413,-1.1206686,-0.78708875,0.8558305,2.6344044,0.37569064,0.9818456,0.6585205,0.34580946,3.5809896,-1.3613088,1.5477175,2.2337039,-1.4580888,1.9467206,1.4087517,-0.94019073,0.34167114,0.35524732,-0.2996443,0.86093134,1.0336616,0.7111157,-0.2381409,-2.336039,-0.32091817,1.9868017,0.94387543,2.0057304,-2.1561832,1.4832329,-1.3465195,-2.0335732,0.74014056,-0.419595,-0.4349053,-0.789388,-0.7460466,0.4075039,-1.7060555,-1.0836511,-2.7832398,0.92761856,-2.2463012,-0.14781252,-1.7717233,0.27597988,1.0235069,-1.694831,-0.93465024,-0.5138378,0.5710076,-1.0402772,1.2057567,1.844676,0.09307283,0.8010531,0.24779426,-0.937431
Daoy,-0.22186975,0.85547245,1.067574,-0.99578273,-1.5564506,1.2399288,1.7026515,0.7226123,0.7661822,-1.8998597,0.22827362,0.6326802,0.2654962,-3.1870909,0.15600255,-1.2225499,-0.6884119,-1.3832815,0.11247947,0.19728808,1.1077279,-2.3042314,-0.9958935,0.7640953,2.248058,-9.1302325e-05,0.26678455,-0.62104064,0.60756123,0.055017732,-1.0574722,-1.9512796,1.1965451,-1.6001838,0.79067886,-2.03695,1.9006194,-0.6247594,-0.041661657,-0.720813,0.9748127,-1.0145241,0.015018907,0.50155586,-0.32711148,1.6512893,-0.14167613,-0.11175186,1.4826294,0.35941678,0.79242355,0.7522196,-0.23892237,-0.6127753,0.31071544,-0.6738792,1.5011027,-0.007451063,-0.40170893,-1.3186909,-1.3203038,-1.428387,-0.48969564,0.6601942,-1.5470967,0.8743975,-0.6495805,0.101315305,2.1339922,-2.1319652
NCI-H1781,-0.8536484,-1.7826711,-0.048492495,-1.3038337,-0.43586847,-0.810436,0.13700175,1.7083218,1.2353323,1.2287991,0.44343397,3.2635303,1.0714532,-0.31890464,-1.414601,-2.2915673,-0.3616389,0.64781255,-0.38798866,1.5573552,-1.6055697,-1.2208357,-0.80630827,0.8735343,-0.14807075,-2.1235611,0.20805338,1.2997262,-0.23923752,1.6276048,-0.10405746,-4.207477,1.2103393,-0.03740262,-0.59327096,2.5272126,-0.1006564,-2.098799,-0.26537707,-0.13869974,0.85252726,0.37190396,-0.51435244,2.1336536,-1.962491,-1.6033058,3.61228,-0.2651558,0.9325355,-0.71551514,1.1851994,0.33013484,1.3955764,0.29295266,-1.3319107,0.1764703,-0.121542044,-0.21309675,-0.17745544,-2.2346108,1.8863325,-1.825752,-0.058684804,2.4315226,0.72166264,-4.035279,-2.1600158,0.78271735,-0.3464242,1.2308091
Hs 255.T,1.7590166,0.45749202,-0.43609953,-1.3808414,0.01945756,-0.7459717,-0.9631382,-0.9919673,-0.08963936,-0.87631834,-1.9118993,-0.16608769,1.4289923,0.051929727,-0.3107196,0.75346565,1.3621624,0.91821176,-1.7024177,1.0991015,-0.8784799,1.0617731,-0.38917893,-0.61320275,-0.32292092,-0.036164083,-2.0865731,2.5445998,-0.4532013,-1.9755799,-2.8462045,0.77404845,-0.28588519,-1.3934802,-1.5506058,0.34678435,-1.2866962,-1.3112884,0.42523092,1.0535622,1.5086052,-0.42069957,-0.9326756,0.75892234,-0.08521053,0.96093017,-1.6652536,1.1330396,-0.0554526,1.0533489,-1.1570753,0.9074353,-1.2613782,-0.40899473,-1.3906174,-0.96438414,0.7931023,1.4437523,-1.7422277,-1.6315131,-2.060686,-1.0541927,-0.4603662,0.51901096,-0.95488006,0.8873264,1.6831123,-0.33236116,0.30153573,-2.6588724
JJN-3,2.2784355,1.1176156,0.4727484,0.99487245,2.5498273,-0.5669828,-0.09645581,-0.98102576,0.99750483,1.0779767,0.11470405,-0.1081213,1.0760353,-0.080318645,0.34676242,-1.1625918,1.1851438,-0.09373999,1.0032052,1.1538873,0.18101983,-0.46528268,0.6866928,0.6559675,-0.15610206,0.42820415,1.1007999,0.18492311,1.3110322,0.11014614,-1.5229174,0.5314636,-0.7197862,-1.2279154,0.8593467,1.6357298,-1.061023,2.116282,-0.029104177,-1.1857855,-0.58604294,1.1931709,-0.7306046,-1.2165151,0.9969937,-0.38212407,-2.9090233,0.78898966,1.3758501,-0.8507811,-1.4450347,0.8970852,-0.7180798,1.1683514,0.73529726,-0.0034556398,1.097605,0.3036233,0.17714004,0.29903433,-1.7631882,1.1877269,-1.0249878,-0.2314535,-0.52127355,-0.7841277,2.2097595,-1.6379647,-1.4332771,0.44138947
L-1236,0.2682677,-0.16879971,0.0276151,1.2048206,0.71216697,-0.8247491,-0.5821445,-0.24744329,-0.2418754,1.4225901,-0.6305319,0.02380264,0.33718222,-1.2071841,-1.1940686,-0.9600202,-0.8865599,-0.8527774,0.6436445,1.1512567,0.25131682,1.2352436,-2.1701398,-0.07043623,-0.85623664,1.4289724,0.7833213,-0.7819991,2.3646383,0.6697437,0.17814226,1.8439457,-0.3575165,0.32851225,-0.8944609,-1.7854615,-0.40432334,2.037556,0.047268696,0.3793258,-0.56531525,1.998,-1.109753,0.3197517,-0.73897237,-0.5022674,-0.6654073,-0.88420236,1.0248481,0.38531378,-1.6098529,1.4267718,0.75168383,1.5493214,1.2848206,-0.22871679,1.3906062,-1.0304196,0.5462662,-0.42567447,-0.9448083,1.4515359,0.59202695,-2.163089,0.77550435,-0.23195383,0.34829164,0.61221623,-1.8118343,0.3742568
NCI-H1155,-2.1811783,0.31777287,0.6008736,-1.3500551,-0.22107992,-1.084577,2.1769543,0.4285435,0.5237953,-0.6257559,2.4684863,2.5905526,0.31210765,-1.250068,0.6099715,-0.10039726,0.70238876,0.08982639,0.10019019,2.1815004,1.8221884,-2.3665102,0.7479055,0.73572505,-1.1866546,-0.327784,0.2245841,-0.28365132,0.8115674,0.13193388,-0.6727711,0.66033334,-0.83894455,-0.37091202,-1.8650562,-1.6686599,0.746262,-2.0175881,2.0743241,1.2422162,-0.67083323,0.009686759,-1.065892,0.10072618,-0.5837284,-1.1495057,1.7093333,0.46877754,-1.517634,-0.19191393,1.9944834,1.0727105,-0.3084477,1.7264224,-0.5898684,0.20026666,-1.1391323,-0.9510796,-0.116583735,-2.9971757,0.055036724,-1.3682606,-0.6926182,-0.50758886,2.9336789,-0.117724426,-1.080156,0.19810826,-0.78252214,-2.9923122
NCI-H810,-0.66885185,0.6505168,-1.6210271,-1.3465596,0.4362354,-0.81114244,-0.5381713,0.57049763,-0.4615116,-1.9034426,0.56267434,1.6143801,-1.239119,-2.3194144,-0.74313575,1.4372472,0.7474402,-1.8462683,-0.03362196,0.95511276,2.8035338,-1.1161233,-1.2353606,-1.0762675,-0.8546097,-0.9294644,0.91455793,0.85037035,3.1684394,-0.75804526,1.0122188,1.8172995,-1.6407163,1.0313474,-1.6968621,-2.487171,-0.8205154,-1.4571731,0.01858155,1.4157825,-1.4869636,0.42037353,-1.8515404,-0.7912739,-2.0787992,-0.77781165,1.3080992,-1.8830607,0.3262889,2.1886704,-0.8720142,-0.3749417,1.247487,0.46024793,1.0528916,2.7565272,-1.8995574,0.1802494,0.22986676,-0.59748167,-1.7468957,-0.8222894,0.22992545,-1.7984003,0.4807616,1.9151745,-0.6458834,2.5708764,-1.6680547,0.0020003282
SNU-349,1.8141855,-0.024049327,0.0014511365,2.1461668,0.27678853,1.8817523,-2.168453,0.23306398,-0.28697357,-0.11820708,-1.7860918,-0.68283105,-0.4131956,-1.1246432,-0.9815004,-0.61630225,-2.0325189,-1.0867375,1.9273064,2.5992131,-1.1772273,1.6970757,-0.89845,-0.5488859,-1.0891578,1.5065311,1.1595651,1.7632003,-0.12964092,-1.1568767,-0.592557,0.33255768,-0.20993814,0.028959535,0.19941957,-0.117504135,-1.1764568,-0.9966834,2.4521208,1.3726536,1.8368003,2.1315358,1.7034264,-0.54333705,-1.1938307,2.4881558,-2.04365,0.46608844,0.012261704,1.0482754,-1.9172698,0.56499356,-0.38102418,0.14732464,-0.88182634,-0.12433615,-0.19813618,1.4347723,-0.8023412,1.7246623,-2.2830298,1.6207675,0.39538997,-0.2840881,-0.31760305,1.6791718,1.3260535,1.1384338,-2.2707334,-0.9536198
HEY A8,-0.18543477,0.28804967,1.5347292,0.24575801,-2.0884464,1.9280235,-0.19183587,0.7121546,-1.6703225,-1.2990667,-0.56576395,0.32293925,-1.9982656,-2.267518,3.823427,1.4518275,-1.0972574,0.6041062,-0.6968534,-2.8461137,0.6432646,-1.7634885,1.3512602,1.8207949,-0.22129874,-0.32259282,-2.043521,-0.23921491,0.6458019,-0.5926847,-1.0244886,1.7021626,-0.4420452,0.57541776,1.4144781,-2.2627652,1.6200496,2.563074,-0.6039494,-0.094366916,-2.3571277,1.1725806,1.8019409,0.19818917,0.9719305,0.44863823,0.92317796,-1.0096797,0.11839329,0.7799539,2.0746472,-0.20057486,0.24398136,-3.2207918,-1.7427645,-1.5744328,-2.1337726,-0.50049764,-0.59035814,1.8134377,-1.2117746,1.2645603,-0.77105874,-0.5921961,0.0374908,2.3311632,0.119906634,-1.1825942,0.32434842,-1.7953063
NCI-H1581,0.25180626,0.9198559,-1.3306059,-0.21208991,-0.29428598,-0.9290797,-0.25844768,0.5406255,-1.9391878,-0.045087345,1.0761173,2.5383441,0.9606574,1.3162434,0.06434661,1.9592245,-1.1209792,0.44611907,0.19376074,0.087946795,0.117264226,-0.950939,0.5269135,0.56217253,-0.72385424,1.7766027,-0.15809968,-1.9459352,-0.33698648,0.46080282,-0.39592007,-1.4010143,1.1535636,-1.1228557,-1.4965748,-0.6036906,0.38918364,-0.045780174,-0.99466366,0.53606194,1.0635897,-0.69778216,0.08088322,0.05010866,1.2539957,-1.6221153,0.8080565,-1.2684994,-1.6906474,-0.4785143,0.9028247,0.16964397,0.8727679,-0.83136654,-1.329788,0.56388974,2.3862042,-0.2152503,1.530898,-1.9236221,1.4854461,-1.1128473,0.53123266,2.1482675,-1.2770104,0.80231357,2.3398097,-0.1648192,0.2900977,0.24451652
NCI-H322,-3.5857508,-0.24691063,0.29004243,-0.3308047,0.62836087,0.67437404,0.7759056,0.7421457,2.888639,0.8654313,0.4474182,1.6703398,0.75709575,2.6828423,-3.1779056,-0.93679935,1.0534539,-1.7364097,0.4628655,-3.6995869,0.96459216,0.34392136,0.58541113,0.43017647,2.7106633,-1.4721514,0.6194579,-0.22268224,-0.3567828,1.3876381,-0.67655116,-0.034397874,0.6095833,1.6306977,-0.15953828,1.4913713,1.197118,1.0666981,-1.8695537,-0.32151595,0.055446923,0.7241207,-0.6117557,-0.08277685,0.21823938,-1.2513194,3.9170992,-1.1252168,1.9413325,-2.1934397,0.16238178,-2.6947021,-0.18587011,-2.2278886,-0.535735,0.005196465,-1.763103,-0.42161253,1.5378466,-0.53774107,1.5631921,0.17850834,2.0353034,1.8582405,2.0459292,-1.1720748,-1.605313,0.7959801,2.0974212,1.5139387
Hs 706.T,0.37936586,0.32769275,-1.5597365,1.3668824,0.5324558,-0.73266196,-1.1410279,1.3393587,0.16672423,-0.97751963,-0.4793795,-0.69713485,-0.5948111,-0.7143784,-0.8803943,-0.791983,-0.015517422,0.3591429,-0.9548271,1.0628085,-1.921312,0.19826402,-0.36256322,-1.2834824,-0.88795,0.5524774,-0.5805973,1.027865,1.0996407,-1.1817211,-1.0346543,0.37546733,-1.202296,-1.6476684,-0.4109365,0.023199055,0.5963857,-0.41487795,-0.5863043,-0.35775605,2.04869,-0.115479946,-1.3117256,0.15014176,-1.3641795,2.0709147,-0.27943808,-0.0976378,0.41263345,1.2280216,-0.58480465,1.8883113,0.8775562,-1.7165096,-0.424839,-1.6507603,0.4340167,0.20490599,0.092060946,-0.56826067,-2.8475502,0.34133568,0.316836,-1.1138357,-0.93311286,1.9970902,0.7551734,0.038723126,-0.1406448,-0.25764725
BICR 56,1.800566,-0.8769402,1.1006334,1.0205957,-1.5719217,0.23950887,1.0928019,-1.1871448,2.6592631,3.0084445,-1.2999216,0.8640529,0.012890682,1.0937511,0.83710396,-0.35707718,-0.7982929,0.95102656,-2.2721522,2.0051398,-1.9217466,3.1529403,-1.0234404,1.4843259,-0.7905874,-1.1506379,-0.2626388,1.5235915,-2.7419991,-0.36551005,0.8960006,0.39553338,-1.1064433,-1.7999445,0.08156813,3.2851048,0.097529665,-0.73643106,0.5875871,1.522501,0.74019027,1.4945331,0.31878757,-0.051833093,0.9098908,2.2195585,2.9062138,0.64108235,1.9638519,2.052238,0.14835939,0.0043237144,-0.30289733,2.7429206,-2.5330722,-0.7611492,-4.8999,-1.4527326,1.6368502,0.21379744,-0.58384764,2.2802103,-1.2591848,-0.061835937,3.3159394,-3.0119452,-3.726794,1.7226189,-0.23350999,1.8443493
KYO-1,-0.39909548,2.1216738,-0.35963416,-0.24912016,2.1218565,-0.7760436,-3.0987575,-2.083212,-1.1839913,0.42939663,-1.1419376,0.49532825,-3.501436,-1.3727998,0.78646314,0.5402527,0.2262522,-0.48005885,1.2106535,1.1334727,1.8312368,0.29165685,1.2252337,0.46257645,-0.42229438,-0.86610013,0.782898,-0.13141674,2.005629,1.1721618,-0.04430744,-1.6846731,1.44691,2.2355862,-0.21700169,-0.5271546,-0.061599612,1.2491965,-0.70535594,-2.5356836,-0.4829891,-0.6657804,0.21894218,-0.7432969,0.3639335,-0.4066169,-0.21959674,-0.25712958,0.12770046,-0.19524978,-0.5555252,-0.6769376,-1.4764878,-0.39477095,1.1020498,-0.0500423,2.738358,-1.0572845,0.89244145,-0.3885636,-0.2397382,-0.11583304,-0.88893366,0.18925849,-0.68243754,1.7127838,2.8594103,0.80036616,-1.5434461,-0.49392137
BV-173,2.9146483,-0.6224272,-1.521149,1.8020662,0.108781196,-1.3092606,-1.283115,0.022127373,-0.87321335,0.8516484,-1.1601666,-0.56389177,-0.850712,-0.101539746,2.7681918,-0.99005216,-0.3684411,0.9323221,-0.4273057,1.2152042,-0.24962555,0.15309855,0.1400888,2.4996676,-0.6288832,0.17053862,-0.81190073,-1.1627396,0.19396088,-0.85707724,2.3742704,0.08390558,-0.53136307,0.71490216,0.3151923,1.2020909,-1.4301541,3.0660527,0.47572792,-1.7616181,-1.0719911,0.2057737,-1.5898554,0.42043653,0.4782813,1.3935914,-1.8098974,3.539184,-2.7455056,0.7303878,-1.5103258,1.6873357,-1.061198,0.29624462,0.39089835,2.387897,0.17033826,1.0683885,1.2882664,0.9330636,0.83774453,0.9597516,0.39872232,0.8136687,-2.4010887,-0.7099325,0.7549035,-2.2715702,-1.6759169,1.0414808
FU-OV-1,0.56976366,-0.89011735,-0.5296588,0.3976035,-1.0286274,-1.4360104,-1.899241,0.781966,-1.3327979,-1.4574618,2.1910758,0.59317154,0.6607157,1.719874,1.2616863,0.100451514,-0.029972153,0.57651424,-0.3230665,0.4099915,-0.16325527,-0.96166897,0.7284512,1.7996641,0.86238396,-0.18078393,-1.8256644,-0.42797703,0.17912075,0.07501894,0.5563094,0.3048832,0.3921304,2.2492745,-0.081856325,1.3485445,-3.0522192,0.051444232,1.1013218,0.6382007,-0.091990985,1.36293,-0.020817403,-0.5802343,-0.59224224,1.4344192,0.33752158,1.2020949,-1.8918202,0.17750582,-0.07325202,-0.9131448,-0.9894227,-0.16567627,0.064230256,0.16105004,-1.038101,-0.07739058,0.44431067,0.66482383,1.5894532,-1.3554012,-0.07692841,0.060564972,0.6448189,0.3780502,-0.4336228,0.053656634,1.2811168,1.2776784
SK-MM-2,0.22199583,2.6956937,-0.6903384,0.29409328,3.1832056,-1.2218971,0.17424913,0.71472687,0.05822027,-0.0615772,0.8317923,2.266934,1.0900614,1.357662,-0.14250378,0.09362374,0.8999863,1.8688866,1.699089,-0.5666311,-0.48430437,-1.5678023,-0.34204823,2.1926403,2.22817,-1.1278241,-1.2922802,0.03266491,-1.5210463,-0.39906085,-1.1586717,-1.1108109,0.29628637,1.394172,1.2010577,4.436882,-1.7224455,2.0237863,-1.5609826,-0.53298306,-0.9703343,1.394051,-1.2074939,-0.85050255,-0.09347065,-0.8379865,0.177627,1.4321722,1.3419238,-1.5084865,-0.7606758,0.61017454,-0.40349677,-0.6426424,-1.0375688,1.6567318,-0.07957295,0.70176506,2.344829,-1.3061306,0.92906255,1.4383303,-0.35706162,2.4221885,-0.6297713,-0.14099887,0.6159547,-0.31937748,-1.0393701,0.14946702
HT,-0.75278133,-0.8219531,-1.002003,0.7522156,0.11070305,-1.7346059,1.2425642,0.22127146,2.1159654,0.9684945,-0.82512003,-0.57861394,2.3421862,-0.21537869,0.114016734,-1.3276671,-1.0021954,-0.47702342,2.9157288,1.9533432,-1.4997342,-0.89003825,1.6941204,0.88398075,-2.3376007,0.19421937,1.3267459,-1.024643,0.47258192,-0.567712,1.9707453,-0.440323,0.036366012,-0.41267005,-0.97754914,-2.473532,3.5115736,1.4840645,0.28231248,-1.8281447,1.5095578,-0.6683147,-0.27291536,-0.13148952,-1.4817551,-2.02781,-2.140306,0.20025176,-1.9814676,-0.69616127,0.90888494,1.6214557,1.883849,-0.8004137,-1.2275895,0.41310057,3.7068353,-0.07786001,0.46510726,-0.77245986,-0.19731987,3.3319547,-0.2392134,0.6592158,-1.622039,2.1186428,0.27731538,-0.405494,-0.5687037,-0.23495051
MEC-1,0.8103862,-0.65495986,-0.2034018,-1.3689799,1.3102137,-2.0171185,0.6390166,1.2066168,-0.517861,0.06647369,-0.3538569,1.5584736,1.1167525,-1.2287794,1.1564558,-1.1367325,-0.38509,0.884172,0.027926005,0.40397963,-0.775204,0.44783303,-2.7680068,0.826142,0.4026467,-0.4407387,-0.28142095,-1.4714653,1.1724981,0.176326,0.63742256,0.7624755,-1.5787404,2.3186984,-0.5088823,0.07893293,0.020831851,0.72747767,0.43876553,-1.046181,0.6365812,0.41778296,-0.5527942,-0.4954313,0.3782908,-1.3945434,-0.5086757,0.5850464,-0.02851832,-0.17712472,-1.7338428,0.04825706,1.8990432,1.338658,1.107866,0.4308316,1.7339644,0.8802215,0.15724558,1.3340657,-0.657668,1.2089745,-0.8607189,-1.1738602,-0.71645266,0.88239735,-1.384771,-0.43333858,-0.67204666,-0.37842098
CGTH-W-1,0.784998,1.7034218,-0.16040817,-0.15480325,2.0408523,-0.81228626,-0.9228645,-0.40434587,0.19847654,-1.0486256,0.3491941,-1.4340812,-0.22074364,-0.95533764,1.3867517,-0.14541197,-0.20793043,-1.0595654,-1.058357,1.5586433,-0.1731542,-0.3498604,0.2068876,-1.882361,0.027123582,-1.1315792,-1.6751591,-1.0055374,-0.91184276,0.1751718,-0.96910816,1.2683107,-1.2070433,-2.1492565,-0.07964651,0.025420178,0.8121453,-1.5654749,0.046570092,-0.66416144,1.2993422,-1.3582484,-1.6444699,0.41991487,-1.0837793,1.7263774,0.834081,0.38116923,-0.019589573,-0.06369974,0.8483285,1.1621073,0.017883588,-0.2553077,0.36066198,-1.7920868,0.7410346,0.16899908,-1.0308385,-0.03796448,-1.8535678,-1.3330722,-0.4360936,-1.1237774,-1.618489,1.2565236,0.5968934,-0.30825487,0.9649053,-1.3590438
NB1,1.1552925,0.8847019,1.2796044,0.35852143,-0.20732592,-0.9731248,0.5394822,-0.54146004,-0.20702879,0.17035921,0.7967762,0.8014431,1.8671304,0.3493954,-1.1376543,0.54778576,0.35545763,-0.63717914,-0.8233798,0.34104583,2.8535037,-0.34265673,0.5159868,0.23936027,0.9435205,1.3516036,0.49797353,-0.24633105,1.179522,1.0899051,0.7661639,1.9146161,-0.28553042,-1.6533533,-0.9062055,-0.6568121,-0.5257859,0.98525167,0.64510536,0.6947877,-1.1151632,-0.38768908,-2.189649,0.583678,0.250512,1.6478735,0.3915395,-0.7318094,-1.7062037,-0.57425165,-0.30948564,0.44793308,2.1295416,0.90020114,0.6952526,0.12674722,1.4070709,0.83900887,0.6698164,-0.61452645,-1.6268551,-1.3656974,0.13547453,-1.4999714,0.14697263,-0.16183028,1.246212,-0.5473914,1.8208896,-0.04408255
KYSE-180,-0.37622178,0.7082248,-0.083171785,1.2587634,-0.28916878,0.24179271,2.3963892,-1.5577983,1.5343238,0.7475878,2.3108044,0.021275314,0.25973824,1.2101334,-0.7538635,-1.1401615,-0.009099491,-1.5340173,-2.240202,-1.3121002,0.11964294,0.27924013,0.9385978,1.951041,1.8329353,-1.7176806,-1.0821244,-0.98585075,-0.8389242,0.41586518,0.4624592,2.8679485,-0.53126895,-1.2353139,0.8255042,1.8574963,-0.41405073,-0.31766504,-1.8749455,-0.94342715,0.5976128,1.8075247,0.1559255,-0.7636492,-0.077668756,1.4392965,1.8669002,-0.4585765,0.29286632,-0.16492748,0.5126802,0.06512795,-0.8805555,1.2717572,-0.8575604,-0.021024931,-3.3939478,-2.7782857,1.2033017,-0.13957605,1.3565452,0.52578866,1.437267,0.7542783,1.7211089,-1.6108294,-0.14004263,0.91838527,1.9727081,3.0244837
NMC-G1,-1.1952503,-1.1166868,-0.8811246,0.65803444,-0.00017410517,2.1073227,1.0477841,0.8375724,-2.5894322,-0.38760802,0.6504059,1.1388452,-1.244399,-1.8265846,0.24487902,-0.8499435,-0.41811028,-0.24884276,-0.0074489927,-1.5909997,-0.38066256,-1.7782875,1.8372926,-0.4555375,-2.252098,0.7905878,-0.51614773,-0.8835291,0.48952737,1.4463662,-2.8795803,-1.2502235,-1.8828118,-0.079325914,1.6235086,-3.3610384,-0.20628871,1.8114015,1.1363548,1.1880484,-1.806811,0.81596816,-0.2565297,0.62654513,0.14878413,2.0260365,0.73460746,-1.5710316,-0.43044662,-0.59336215,-2.844447,-1.3019675,1.2390995,-2.1975567,-1.7418377,-1.5452001,-0.9165524,2.1727915,-1.0573947,0.92520696,0.09636893,-1.5940313,1.6983538,-0.08132997,-1.7281748,0.2711776,-0.5674611,-0.62300146,1.0403308,-2.2591488
DMS 454,0.33779356,0.6499139,-0.3414005,-0.19215703,0.6523624,-0.101406544,0.45632285,0.220927,-0.13279167,-1.0509803,-1.5399711,1.7986475,0.4168445,-1.1655284,-0.9812626,0.96336794,0.7983438,-0.100603186,0.011969291,2.417207,2.5412738,0.336182,-0.09639959,-0.111025125,-0.73833895,-0.20322242,1.1329708,0.5030256,1.6336172,-1.4103869,-0.44640744,0.45845038,0.23119439,0.3888522,-0.5163898,-1.4257463,-0.85552317,-0.6891996,0.28716472,1.6432881,-0.7586653,0.5587072,-0.32942307,0.115893915,-1.4730949,-2.030037,0.9990664,-1.9647765,1.3572984,2.0288095,-1.1286385,0.1481772,-0.7219217,0.067266144,-0.4298513,1.0593597,-0.422775,0.557134,-0.364133,-1.2253789,-0.056440596,-0.4868713,0.7173838,-1.363259,1.3910048,1.4228166,-0.20980841,2.1878557,-1.192494,-0.23388818
BICR 6,0.27975172,-1.1079917,-0.028405504,0.88439584,-1.8135778,-0.4254961,0.84952855,-0.9454481,2.0352683,0.21469739,-1.5116173,-0.0727401,0.8364494,0.686395,-0.083162755,-0.6102472,0.22858427,-0.49309507,-0.5102197,-1.2148721,-0.06317336,2.1048028,-1.8456211,-1.249431,1.4024361,-0.83997923,-0.4112186,0.8681549,-0.49801326,-0.8702908,0.6093377,0.8170099,-0.06934874,-1.3388916,0.026306035,1.1184216,0.222957,-0.25425237,-0.4741729,-0.1978156,0.34000662,-0.74113923,0.20891389,-0.6628355,-0.31808278,0.96978754,0.8817519,0.7550316,1.4045682,0.30855042,-0.2991924,-1.0128905,-1.5133421,0.17257106,-0.33071643,-0.022989823,-3.1065729,-0.5731688,0.14037058,1.05995,-0.77033293,1.318726,-0.07912922,0.7334572,0.4517961,0.29168302,-1.0066965,1.2856668,0.16848879,1.360798
SW480,-0.86228776,-2.0564072,3.6851995,-0.19475798,-0.6643672,1.8659171,1.4016696,-2.0611534,0.3456116,-1.1303718,2.3882093,-2.2070603,1.1259798,0.35213313,-0.7849627,-0.66848445,-1.235295,0.12108047,1.8915355,0.4151879,-0.95780694,-2.793622,0.94131964,-0.17557155,-3.4152138,0.44026816,-0.094690375,1.4038844,-0.024493998,-0.48377168,-0.7921097,-2.9438272,2.6163836,-2.6891642,0.039190285,-0.3615799,1.4067923,1.1206415,0.77517086,-2.5668588,3.0208101,-1.9857712,2.6297784,1.3054745,-1.5887268,-3.8600097,0.039262306,0.8581077,-2.531305,-2.6941574,3.7627814,2.4028685,1.4628218,0.51873755,0.30060175,-0.652904,3.3595574,-1.2305808,0.1398249,-0.13948512,2.5260847,-1.3944697,-1.0707879,0.19448015,0.7507374,0.67965215,-0.26975933,-0.5084746,1.1758056,-0.67480844
