,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126
BxPC-3,1.5218753,-1.3663524,-2.769848,-3.1250677,-2.2666245,1.254224,-2.9872398,1.9077444,-3.073398,2.7124555,-0.06733115,3.439029,-4.333701,2.5335026,-1.3760285,0.9198715,1.545392,4.35383,-2.5120363,-0.787882,4.259499,0.9517264,1.0333478,2.316119,-3.1847649,-1.4732234,-1.1471438,-0.012824127,3.3527336,-0.47007045,-0.44948483,-2.744165,1.9450663,1.482165,2.4757488,-0.5378241,0.8246592,2.8898623,1.4202949,-0.3681717,-1.973273,-0.9815254,-3.7440116,-1.2646317,-5.8031383,0.7297485,-0.24431705,4.787261,-0.7225762,1.823712,-2.6825013,3.6904898,2.0230489,5.183243,4.6682215,-4.964274,-1.3121217,1.5970701,3.1338058,2.0188286,-1.4055009,2.1750095,-1.4810321,0.5720542,4.452078,-1.4878333,-2.422957,-0.7938326,2.0654173,-1.5751239,1.9804537,-2.962637,-1.0709682,-3.6710112,-1.4724361,-0.33826122,-2.0981016,-1.008071,0.86738837,-3.6960847,-6.760336,0.34966078,-0.44411013,-1.8819469,-1.0554276,-0.3277824,0.8940238,2.3278596,1.7007111,-2.0576303,-1.9780777,2.664386,1.9113777,-0.28330576,-1.7486095,-1.2984194,0.38314554,-0.16145708,-2.7340016,1.3187307,-1.1385461,-0.6704897,1.3104085,1.5025526,-0.973966,-0.06793385,-3.9904764,-0.7344923,-0.028604168,5.3619776,2.1222,2.626006,-1.96285,0.5376707,0.9495383,-2.8790395,1.6814158,-2.8490345,-0.0015464909,-0.431147,4.121767,3.659004,3.1800263,1.0405645,1.006122,-0.14570504,1.4117945
JHOM-2B,4.58264,-4.2685084,-7.156171,-8.219611,-6.6803255,3.0946083,-8.487669,4.683398,-7.9182706,6.987406,-0.118261606,9.14091,-12.122866,6.794325,-4.2425613,2.4494588,4.4853826,10.891095,-6.8931656,-1.7891444,11.871759,2.7703469,2.6111608,6.771165,-8.587516,-4.1491942,-3.3433814,-0.32827437,8.890211,-1.241468,-1.6776602,-6.933632,5.5217886,3.5576363,6.0147047,-1.8883784,2.3698492,8.221607,3.308241,-1.4554276,-5.472249,-2.8919528,-9.694213,-3.1298463,-15.071192,2.0803804,-0.6968114,12.086898,-1.8608162,4.540789,-7.6812935,9.685751,4.4746985,14.048127,13.033527,-13.252396,-4.139698,4.2368283,8.979484,5.8009124,-3.66518,5.214707,-4.225393,2.0235333,12.579926,-3.6039512,-6.0714593,-2.275189,6.015364,-4.533538,5.226435,-8.018142,-3.527896,-10.091748,-4.7840176,-0.9871427,-5.8160386,-3.2227476,2.397181,-10.38509,-18.947632,0.9256501,-1.1063594,-5.5881567,-2.46158,-1.5962768,2.7663813,6.490316,5.028006,-5.4434433,-5.6670556,6.9955864,4.2737236,-0.9912484,-3.9736698,-3.8308065,1.1238974,-0.43827093,-7.288494,3.8170376,-3.1324275,-2.0264227,3.658636,4.4143744,-2.6730826,-0.34891304,-10.757889,-1.4892302,-0.101580754,14.584979,5.743242,7.085333,-5.1193986,1.6298325,2.894561,-7.329887,4.3505,-7.926414,-0.3007174,-1.0402792,11.3446665,10.492951,8.578811,1.6563548,2.8801122,-0.5257427,4.3528085
KPL-1,-2.8069563,2.2607071,0.25779226,-1.0816835,0.76800966,-1.0928757,1.4379493,0.61113364,0.09190805,1.8383622,-0.4555504,-1.8608191,2.349208,0.6319686,2.1691291,-0.24943906,-1.4265559,1.3815702,-1.2692653,1.1418408,-0.88833,-0.3937391,2.8678207,-0.09251215,-0.4502551,0.80568373,-0.52544546,-0.0039672833,-3.3594391,-0.17809367,0.5980779,0.31510502,-0.88768715,0.17830376,1.9232488,1.772491,-0.6298155,-0.9399433,0.8972152,0.6372429,-1.0480405,0.44331682,-0.46479928,0.4689089,-0.62201726,0.7002807,0.41113663,1.0181453,-0.3171649,-0.11468644,0.26546556,2.1610222,0.7351328,-1.6524426,0.17822883,2.1005044,2.9998097,0.16416983,-0.3621164,-1.4999398,-1.2263318,1.185869,-0.38088945,1.4790721,-3.1658647,-0.30256602,-0.748829,-0.8387493,0.56926763,-0.70365524,-0.7726858,-0.66633135,-0.3261152,1.1578804,0.9931232,2.0017407,-0.4990178,0.59299976,-0.20383702,1.1289096,2.4538243,-0.49782422,0.6056348,3.164726,-0.94630057,2.9372296,-0.023266297,0.2552137,-1.5801837,0.31409898,-0.1124807,-1.5002319,-0.056160014,-1.8928713,0.90292656,-1.1352929,-1.3319515,-2.3158464,0.61559254,-3.8383908,1.9298337,1.9925942,-1.6138198,-2.8201852,1.0431705,-0.46734002,1.6453027,-0.8331059,0.17153887,-0.3777572,0.8564086,-2.338597,0.5554796,0.058951233,0.19020785,-0.56753856,-1.2388203,0.47433287,-2.6010654,-1.1639421,-1.8195058,-0.69280213,-1.8789182,1.04339,-0.7245258,0.040481374,-1.6718104
Hs 578T,-0.2583368,0.593127,-0.17222056,-1.5566459,-1.5457255,-1.6295968,0.32546774,-0.62109625,-0.65396035,1.7390859,-0.5012458,-1.4801701,0.98908085,-0.47533762,1.2535495,0.19208965,-0.48929816,0.8451662,-2.5619469,1.2454807,1.3157027,-1.736836,0.9908019,0.2866889,-2.310126,1.9161222,0.48449796,0.5245049,-1.2173309,0.4699189,-0.7116161,0.26071888,0.73708814,0.8204039,1.5121692,-1.6445277,0.27101815,0.16651934,0.8827026,-0.5441835,-0.569414,-2.8598783,1.0285084,-0.21121429,0.78205496,0.5840536,1.0842527,1.5226716,0.31970146,-0.05915582,0.19137195,1.4268193,-1.3387883,-0.21853961,1.01073,0.45059678,-0.52868086,0.8588812,-0.18704998,-0.6339226,-0.047415145,0.8411221,-0.36627418,1.7389916,-1.4398043,-0.24662185,-0.1010931,-1.0717776,2.7136507,-2.8009386,-0.2906649,0.1582332,-0.7860708,0.3437409,-1.2138005,1.3594185,0.265944,1.6421655,-0.2843325,-0.80728567,0.0417284,0.48617873,-0.52564204,1.6478457,-1.0971857,2.8153377,0.93725616,1.7502663,-1.6647019,0.96901524,-0.71452934,0.26205948,-0.57840955,-2.1045055,0.043582138,-1.9397771,-0.5110361,-3.0710313,-1.2855418,-1.412194,1.1242878,-0.8463492,-0.65809727,-1.1251491,-0.65076447,0.9337541,-0.5037973,0.4891223,0.41053897,0.4331045,1.1250215,-0.401764,-0.9955923,0.8332578,0.49331692,-1.5942551,-1.1003846,1.1097349,-1.9704449,0.24299565,-0.96510893,0.09639485,-1.4592878,0.09797033,0.7762471,0.54602504,-0.55182624
MEG-01,-3.1298575,2.2180061,4.2161427,3.1029568,1.496417,-4.578608,3.645461,-2.8708134,0.5077506,-1.0332186,0.6353909,-5.776729,6.293787,-3.9382515,4.923723,-1.7463161,-3.1177638,-3.1715612,-2.260138,2.9090598,-0.91505545,-4.1126137,3.1870642,-1.9702477,-1.3161072,3.6710274,0.69445556,0.84634143,-5.3288255,-0.19926426,0.5605688,2.3364177,-0.36033666,1.1896037,-2.1266391,0.64520603,-0.34706867,-0.89754,-1.2247777,-0.2646306,-0.060060322,-2.475597,4.148868,0.7734934,6.7952304,-0.36552405,1.1008407,-3.028169,1.4721249,-4.282269,1.3195055,-1.0712343,-5.952372,-5.7214155,-2.9821641,5.451174,0.13479128,-1.8899938,-2.7425437,-4.160731,-1.3010949,-0.9254917,1.5842395,0.27028736,-5.553435,2.5338774,1.7486342,-1.3076956,1.3608347,-4.374914,-2.5721006,2.8384852,-2.6762586,5.323354,-1.6565161,2.0903475,2.911862,3.7390769,-1.3337215,4.8471975,8.701166,0.502711,-0.04938619,7.110543,-1.4689062,6.2646112,3.4589596,2.8774798,-4.9856763,3.9094574,-0.84670585,-4.0580645,-4.6621017,-2.901849,1.4441016,-4.021216,-0.47811326,-5.307975,1.9097236,-4.434063,4.9382753,0.2510683,-2.9472377,-5.046436,-0.069926724,-0.21290392,4.032399,0.8357595,0.4155509,-4.4918795,-0.28434744,-2.4578853,-1.2937764,5.4935045,0.9409398,2.2363214,-6.765662,0.6824793,-4.161581,1.2439413,-7.080555,-2.9813752,-8.630198,-0.85608494,0.6850329,-0.3191414,-0.61448735
SNU-81,-5.214443,5.5012913,5.9246316,2.1650653,5.4065137,-5.613394,5.8248057,-3.6681705,3.4384427,-2.5756497,-0.27958003,-9.372279,8.631743,-6.6055236,7.839505,-6.6090775,-5.9026275,-6.508225,0.037860848,2.0048754,-1.9487294,-4.046884,-0.114605516,-7.3120713,-1.0760602,7.3485694,1.247734,0.53244644,-6.217493,0.90480053,4.0156336,3.3801758,-2.7406657,1.4576885,-2.1912534,-2.0567563,1.0915622,-5.656356,-1.9575496,1.9525069,3.8416781,-1.6311691,9.204652,1.6512552,11.239093,-3.1602283,-0.5510208,-1.8108543,2.670817,-8.022931,5.1652913,-0.19813173,-7.4090886,-9.124321,-6.9464216,9.271417,1.5851407,0.2060651,-5.3397217,-6.6602545,1.9287483,1.6267029,4.2716484,1.0350348,-13.146002,2.1320276,1.9227189,-2.961265,1.2084845,-3.94285,-7.7342944,4.2103667,-2.8328295,7.7916613,-0.69561493,0.40829465,7.253825,9.264793,-4.9886303,7.312358,16.155178,-1.5570699,-2.5368297,11.351444,-3.5223503,13.286041,1.2379984,1.9075388,-6.6373105,3.5700135,-1.0768304,-7.539525,-5.1063395,-3.8627043,0.926065,-3.3408852,3.4200659,-4.5975857,0.9806646,-4.801663,5.1679335,0.31144065,-0.42947707,-6.262326,0.12008332,-1.3361307,8.945333,-0.40155092,2.4162135,-8.116535,-2.6532807,-3.5246577,-0.53742987,5.152502,-1.7503074,-0.34808287,-9.260264,2.7513049,-3.3283048,-1.1919701,-7.859084,-9.091756,-11.369781,1.6755781,-0.11167094,-1.2020985,-2.1921682
HPAF-II,0.6288681,-1.9387308,-5.0681887,-5.0983014,-2.7513952,1.53996,-4.5051217,4.1344514,-4.635352,4.937584,-0.3914654,5.6913304,-6.2694206,5.313671,-2.3427799,0.8993904,2.5905404,7.635411,-4.2218966,-1.0739808,6.4480853,1.7938122,3.4754786,5.0014277,-4.580508,-3.598178,-1.4207675,0.59015954,3.7840602,-0.81566125,-0.39716896,-4.1543345,2.3707292,1.8817722,6.124032,0.0648566,0.74850684,3.9396257,2.3581688,0.60090005,-4.547979,-0.9475348,-7.793144,-2.2210262,-11.279966,1.6316081,-0.33204588,7.909692,-1.5480686,3.4786463,-4.712211,6.2371955,4.3111362,7.633157,7.3892527,-7.5213833,-0.42862612,1.7824576,4.6501,2.7111113,-2.8807929,3.2908676,-2.5503473,1.043984,6.817037,-2.1557214,-4.457577,-1.1826842,2.9457712,-2.2870367,3.6326914,-4.9322333,-1.1862929,-5.5443993,-1.0612906,0.5742165,-4.187785,-2.6191266,1.798208,-5.910417,-10.169218,-0.06713714,-0.52584463,-2.3308966,-1.0065565,-1.3867407,1.8590665,3.0852287,2.0051067,-3.918112,-2.0081484,3.5800688,3.3875585,0.4097807,-2.814689,-1.3453579,-0.23157439,-0.6263486,-3.2942727,0.2407241,-1.7347571,0.5357432,1.1384536,1.772122,-0.2078375,-0.9396668,-5.9069147,-1.3966093,-0.10992028,8.415385,3.3740911,3.8709705,-2.6414208,0.5738674,1.1874373,-4.8185787,2.710047,-4.697342,-0.8389903,-1.408139,6.0734773,6.021294,5.65468,2.353537,0.96993417,-0.6328235,0.8925665
NB4,7.702281,-7.8385177,-11.750295,-14.118514,-11.405791,5.4074454,-14.5691,7.6829114,-13.463078,11.141526,-0.46345046,15.56529,-20.519297,10.999748,-7.8311253,4.1626325,8.554274,17.199997,-11.548862,-2.6041167,20.117357,4.488839,4.166108,11.909869,-14.721382,-7.339125,-5.5415363,-0.42357203,15.273086,-1.8936193,-3.7345536,-11.393524,9.815263,5.6371117,10.54721,-4.339153,4.505672,14.200975,5.1567497,-2.7289338,-9.521592,-5.5713015,-16.020222,-5.872595,-25.18605,3.416891,-1.1034886,20.131542,-2.6043437,7.2481046,-12.014603,15.69273,6.8727856,23.310467,21.237246,-22.34129,-7.4510818,7.0273824,14.577013,10.285819,-6.1480303,8.19841,-6.9004445,3.7093315,20.98593,-6.181574,-10.445758,-4.0128675,9.951777,-8.205185,8.50833,-13.426101,-6.1090083,-17.45059,-8.524909,-1.3479857,-9.795509,-5.242623,4.1414156,-18.375265,-32.13698,1.2994989,-2.1740077,-9.987572,-3.6806889,-3.601787,5.0101843,10.701194,8.207578,-8.894789,-9.8440895,11.299718,6.3599753,-1.283182,-6.3472447,-6.260735,2.1221035,-0.8577548,-12.194862,6.7130127,-5.039061,-3.4693973,6.5810356,8.264386,-4.0772,-0.98783743,-18.399897,-2.2253995,-0.13928558,23.948938,9.509871,12.650146,-8.769328,2.6646874,4.2668214,-12.071374,7.156991,-13.242682,-0.7039779,-1.5116467,19.0847,17.559866,14.91259,1.8546114,4.755488,-1.5759516,7.387991
SNB-19,3.0128033,-3.0612175,-5.180623,-6.863721,-6.2450647,0.8838305,-5.284247,2.6518373,-5.6159863,5.829236,-0.8594662,4.936462,-7.304688,4.1290045,-2.847992,2.532651,3.2826002,7.0805497,-6.2443447,-0.33506304,8.426302,0.85459816,1.7833191,5.044961,-7.230522,-1.425919,-1.3324882,0.39892185,5.0017896,0.13137737,-2.5354664,-3.7737699,4.55427,1.9324442,5.060611,-3.4642618,1.7135063,5.4637227,2.7746844,-1.6951015,-3.824495,-4.419105,-5.1460257,-2.3181248,-9.224701,1.4189696,0.6683137,8.501191,-1.05223,3.4089503,-4.516772,7.1378126,2.1773334,9.038508,9.043031,-8.089646,-3.4595737,3.393266,5.2585616,3.8545678,-2.2249296,3.9454498,-3.1128535,2.5268745,7.1361437,-2.3751552,-3.854167,-2.1925163,5.9696507,-4.6614776,3.266159,-4.94296,-2.514342,-7.017522,-3.7822206,0.80533326,-4.049142,-1.2490536,1.5997951,-8.215787,-12.814411,1.0848922,-1.2960991,-3.691659,-1.5626525,0.37293977,1.9284884,4.8084803,2.5380669,-2.5282514,-3.9951472,4.767374,2.1020033,-1.9794872,-2.4299107,-3.5605605,-0.021562792,-2.6112828,-6.041912,1.7336117,-1.4836813,-1.9690824,2.2252169,3.0310755,-2.1627073,0.90127623,-7.835375,-0.6079978,0.05243246,9.73424,4.6688046,4.4950724,-3.3753572,0.3979669,1.8729101,-5.6418977,2.775396,-3.476679,-1.3700567,-0.61748576,6.885515,6.9010744,6.073968,0.32236445,2.5590982,-0.09917329,1.9671596
EFM-19,-0.41069096,-1.4175864,-5.161613,-5.413651,-2.1994915,1.201864,-3.774175,4.5480433,-4.2151155,5.3197184,-0.58791137,4.69884,-5.202691,5.2230453,-1.8379066,1.142007,2.3705301,7.6411643,-4.1356916,-0.8695741,5.370448,1.7407254,4.1718082,5.09719,-4.05938,-3.5967612,-0.72101194,0.960077,2.4583337,-0.35645837,-0.6263254,-3.5842066,1.8789141,1.2840482,6.845504,0.46261886,0.43737224,3.1378992,2.355971,0.6347726,-4.642623,-0.6734767,-7.7407165,-2.3783782,-11.074866,1.6631413,-0.13840744,7.646683,-1.5586647,3.8917994,-4.211596,6.3888445,4.722687,6.521036,6.757763,-6.35177,0.77255076,1.5024171,3.7324746,2.0694954,-2.9401557,3.1593225,-2.8155231,1.1156602,4.989264,-1.9992367,-4.466689,-1.0754609,2.9826996,-1.8727136,3.373835,-4.3363824,-0.47168452,-4.995388,-0.07040843,1.4882817,-4.2044373,-2.524338,1.8742106,-5.9479218,-8.750648,-0.057570174,-0.03566982,-1.589482,-0.713765,-1.0142896,1.428711,2.0916193,1.4435793,-3.708797,-1.4195662,2.9306815,3.5147939,0.31333885,-2.4405189,-0.8616034,-0.94731313,-1.2262392,-2.9592993,-1.0640033,-1.2016466,1.3494928,0.58903426,1.1747273,0.12930538,-0.89031994,-5.311722,-1.4695984,-0.30326182,7.952848,3.6113315,2.6761842,-2.258127,-0.1939162,0.6478508,-4.6354218,2.660778,-3.8264716,-1.3663942,-1.7124732,4.8857317,5.463743,5.5315604,2.6042635,0.68343836,-0.72854036,-0.22189596
Ki-JK,-3.3385997,3.6707754,5.8090215,3.2224765,1.0109683,-6.137885,4.6267457,-4.433903,1.3517711,-1.044077,0.43524405,-8.593389,8.379534,-5.0853744,7.044495,-2.079022,-4.718179,-4.1785464,-3.2385688,4.251164,-0.970429,-5.532988,3.3701286,-3.408409,-2.0793781,6.0601506,0.24891765,0.1505822,-7.2964144,-0.25939605,0.46924138,3.412322,-0.7042702,1.78701,-2.9413826,0.21495716,-0.4862738,-1.543276,-0.97647005,-1.2107899,0.35469455,-4.09417,6.74529,1.7301435,10.061452,0.051553544,1.550908,-3.6165965,1.9153032,-5.6057773,2.3575184,-0.9498413,-8.42575,-7.625098,-3.2215106,7.451666,0.09954358,-1.0784839,-3.194647,-5.480274,-0.745456,-1.1635482,1.7142999,1.9664073,-8.025463,2.6919534,2.9387515,-2.0651965,2.7657723,-6.156102,-4.1049924,3.579008,-3.500428,7.0090218,-3.1001654,2.6256304,4.136622,5.3618217,-1.8286614,6.1307583,10.74411,0.7279204,-0.15260975,9.418538,-2.820962,9.268217,3.897005,4.0087123,-6.5017543,5.35446,-1.414186,-4.4849167,-5.981435,-5.33051,2.8011096,-5.743966,-0.6869339,-7.279618,1.986023,-5.7170615,6.4954076,-0.5313756,-3.998078,-6.863325,-0.82024395,0.39453873,5.3045926,1.5471812,1.1496089,-5.7264323,-0.062797874,-4.417414,-1.5937048,6.5228877,1.7811817,2.0487924,-8.406591,2.0859442,-5.686328,1.8850739,-8.897961,-3.9182801,-12.1261835,-1.4934956,1.207204,0.7723418,-0.37609485
SNU-449,0.88250124,-0.56226146,-3.67994,-5.0447865,-0.9979593,2.7556984,-3.7088308,3.4347184,-2.8194776,3.0730674,-0.76194847,4.864937,-6.0596733,4.1680574,-2.1526241,-0.6976185,1.798277,5.110025,-1.439177,-2.1757088,4.841427,3.0631292,-0.2535216,1.6237729,-3.1116555,-2.2138271,-2.3608444,-0.6093753,4.8686705,-0.66730857,1.0312908,-3.7271001,1.0756155,1.5097631,4.3557415,-1.098971,1.5603366,1.9477353,2.0970845,1.1888889,-1.6002167,0.96448296,-4.784892,-1.3284777,-8.877305,-0.04754928,-1.6022083,7.538775,-1.3135709,1.573878,-2.1113212,5.4608064,4.2930236,6.668181,4.85273,-6.0920067,0.04798276,3.0734525,4.00291,2.8009264,-0.84130025,4.325916,-0.83351976,1.1117146,4.089983,-2.9104826,-3.9725761,-1.467813,1.1858579,-0.22768223,0.92151004,-5.00932,-0.9163406,-5.367415,-0.7576087,-1.7287579,-2.3631585,-0.45954,0.16845544,-4.5047197,-7.797941,-1.1845149,-1.7392521,-2.3230462,-1.63773,0.55776817,-0.6185206,1.4376466,2.8044174,-4.2510843,-2.2139156,2.4076777,3.4828167,0.26359552,-2.7345586,-0.1639972,2.1583836,1.7983001,-3.3527057,1.8422073,-2.4766278,0.24536704,3.1759758,2.506318,-0.23143695,-1.3484073,-3.5632305,-2.2502508,0.94153565,6.300669,1.7140176,3.5913928,-1.0641423,-0.9638115,-0.22023317,-5.050472,2.8615572,-3.5079167,1.2102317,-2.50313,7.1929193,2.8722234,5.6743555,2.8243122,0.20521775,-0.7308178,1.0651139
NCI-H2342,7.567089,-5.5026493,-17.505854,-25.651136,-9.8059435,13.785021,-21.721245,15.526369,-16.310057,15.507321,-3.744583,25.850504,-33.020363,21.645401,-12.185969,-0.12676261,11.534987,25.483139,-10.801241,-7.4874125,28.107805,14.168975,1.5105516,11.744069,-18.699999,-12.374216,-15.018391,-5.1288924,24.97747,-5.4345756,0.54884106,-18.962513,8.365331,7.86889,20.460314,-5.026131,7.79048,15.64753,10.117889,1.5954247,-11.902883,0.92718816,-25.340834,-6.9176607,-44.926456,3.6049693,-6.6815724,36.518425,-5.673662,8.153069,-12.568769,27.294014,17.664766,35.12454,28.931847,-33.463,-3.1292822,15.834502,23.87483,16.562592,-6.5572844,18.051281,-6.707076,9.147657,26.799658,-14.982285,-19.566034,-7.708302,8.305868,-5.5894656,6.594323,-26.579578,-7.514211,-28.664745,-9.402072,-6.991775,-14.326337,-5.8618255,4.1277375,-25.459387,-46.800293,-4.827093,-6.906108,-14.132206,-8.420735,-2.0570753,0.8470477,11.164958,14.862724,-19.565918,-14.082129,14.815927,14.292157,-0.83797526,-9.72718,-4.8017955,8.624,7.150266,-16.816843,10.225345,-10.96351,-0.8250406,13.974736,13.3931055,-1.812065,-6.841766,-21.929947,-8.3332,4.6023483,34.5397,10.90043,18.481085,-7.7475247,-2.0976129,2.6869993,-23.596605,14.183694,-19.598867,2.9741352,-9.106906,37.195263,20.565458,26.91665,8.294662,3.118348,-2.883381,10.010527
MKN74,-1.896462,1.761722,2.2351875,0.6335168,0.39064997,-3.038332,2.0451565,-1.6587875,0.10469755,0.4782081,0.3180326,-3.882509,3.7469409,-2.4918675,3.3676085,-0.9478483,-1.8322781,-0.86505854,-2.0774026,2.1166244,-0.21518344,-2.761178,2.4236772,-1.0621548,-1.3475345,2.7441554,0.7204008,0.73487496,-3.5225976,0.43211243,0.16158843,1.2947303,0.05138717,1.039805,-0.3873874,-0.041059446,0.16432187,-0.48789993,-0.31835607,-0.35982892,-0.13157094,-2.1139457,2.6846378,0.19669408,3.969192,0.02846352,0.9964779,-0.83836013,0.9818848,-2.1458173,0.9304122,0.24296413,-3.509923,-3.1812425,-1.2655233,3.2462904,0.3447982,-0.76843137,-1.6760386,-2.6288793,-0.73556596,-0.16294405,0.37802756,0.9285086,-4.3730845,1.0415698,0.761823,-1.1383681,1.9846743,-3.1976194,-1.5431216,1.6175771,-1.6972469,2.9798589,-1.0026075,1.6738263,1.617196,2.9232652,-0.9846975,2.0596728,4.845519,0.47524858,0.10659145,4.7914624,-1.3459808,4.648242,1.8428428,1.8348994,-3.1882145,2.3975172,-0.9839986,-2.3501968,-2.4858334,-2.8012228,0.9622547,-2.5787866,-0.3749574,-4.1452,0.3276598,-3.2757359,3.2872255,-0.0022089817,-1.6042194,-3.3893793,-0.26338482,0.24640654,2.1792305,0.60298836,0.1392997,-2.1598291,0.514917,-1.8433832,-1.0786967,3.0401568,0.49428487,0.52207804,-4.1397886,0.6933964,-3.3355553,0.4733954,-4.281776,-1.7439548,-5.167332,-0.08987302,0.28738338,-0.09756942,-0.7936287
PE/CA-PJ15,-3.660511,3.3068948,6.1224384,3.3880458,1.1270564,-6.9941874,4.679382,-4.766563,0.99854386,-1.2130992,0.6108352,-9.144587,9.031411,-6.078408,7.445767,-2.4609697,-4.44714,-4.696092,-3.8924558,4.819726,-0.6210593,-6.5783486,4.004499,-2.9684994,-2.6584935,6.2105117,1.1978931,1.0563107,-7.6068068,0.20476642,0.09137338,3.6433463,-0.21120794,2.0298934,-2.4857826,-0.6230851,-0.031205863,-1.3564852,-1.5308906,-1.1968783,0.023528872,-5.173895,7.0860205,1.0418108,10.839257,0.0110286,1.877737,-3.8247416,2.5458791,-6.047852,2.5343444,-1.4372326,-9.583765,-8.3490305,-3.8295102,7.7627807,-0.51376,-1.7278204,-4.1397786,-5.983106,-0.83323073,-1.6404471,1.7392577,1.7900107,-8.728367,3.0379903,2.8775718,-2.3284562,3.3157651,-7.3154182,-4.09535,4.425037,-3.8086736,7.5020833,-3.3755867,3.1474445,4.6862893,6.1369433,-2.0596833,5.786158,11.692703,0.9152397,-0.24176483,10.236201,-2.7221758,9.535329,4.933491,4.499423,-7.5261583,5.87754,-1.5882645,-5.2002707,-6.7337556,-5.0638127,2.6463406,-5.9148293,-0.56154,-8.328061,1.8913505,-6.1019506,7.1530643,-0.7731882,-3.998488,-7.063687,-0.69280434,0.20826536,5.30743,2.036463,0.9989863,-6.3929744,-0.13896725,-4.0063477,-2.5367918,7.5926538,1.4770985,2.162204,-9.606696,1.9368465,-6.4748144,2.3180318,-10.086009,-4.249139,-12.932506,-1.6339163,1.366879,0.19691293,-0.6003211
COR-L311,-4.015936,3.5260587,6.623647,3.880234,1.4543558,-7.4076242,5.123316,-5.0818973,1.1405714,-1.5332346,0.6821821,-9.7026005,9.733184,-6.556919,7.925291,-2.668473,-4.780475,-5.2016597,-3.9000382,5.0753937,-0.8695259,-6.9529977,4.2914224,-3.244377,-2.6190722,6.5197525,1.2449592,1.0944299,-8.1676235,0.14541355,0.18873817,3.916244,-0.33784792,2.0624404,-2.864885,-0.4191208,-0.1083858,-1.52181,-1.7596918,-1.1756302,0.0747934,-5.256768,7.5188675,1.1580763,11.646975,-0.061439876,1.9394573,-4.3457437,2.746487,-6.5486617,2.7385275,-1.6979171,-10.165732,-9.102191,-4.3341603,8.419116,-0.45171496,-1.9902043,-4.490623,-6.427699,-0.944517,-1.8256875,1.9340202,1.7248237,-9.308041,3.348712,3.068701,-2.3765895,3.231363,-7.5948133,-4.391081,4.804217,-4.019752,8.133897,-3.432426,3.322,5.037527,6.460284,-2.1564317,6.428895,12.772546,0.8802012,-0.18518369,10.938628,-2.801146,9.982876,5.233106,4.689378,-8.001878,6.308272,-1.6198399,-5.7040334,-7.241246,-5.209136,2.859548,-6.2051883,-0.60290736,-8.659219,2.2252955,-6.5079384,7.6347594,-0.666423,-4.3273506,-7.573063,-0.6041862,0.123415016,5.8611603,2.1000555,1.0445757,-7.025827,-0.31043968,-4.287787,-2.6167107,8.1187935,1.527238,2.5591176,-10.290966,1.9873934,-6.803448,2.4863038,-10.874413,-4.6470084,-13.854382,-1.7687575,1.3893845,0.09591375,-0.64075464
TOV-112D,-3.7467341,1.9199866,3.2561717,2.7611303,1.7627397,-4.026304,3.084244,-1.8040639,-0.08005114,-0.50929177,0.5077685,-4.344602,5.5545406,-2.7653184,4.1992044,-1.9071615,-2.5207353,-2.2867558,-2.449221,2.6140287,-0.5181411,-3.41383,3.919307,-0.914843,-1.5152793,2.3860323,0.50139374,1.1362742,-4.9612756,-0.53296375,0.8208373,1.6840023,-0.43091404,1.0847863,-0.8524279,1.1622573,-0.4416943,-0.63257533,-1.019529,0.59817845,-1.0510483,-1.8046993,2.1662176,0.41514584,4.326515,-0.124693885,0.93723375,-2.1489623,1.065909,-3.6810422,0.54542047,-0.5350374,-4.532869,-4.87236,-2.3124564,4.4488316,0.79551715,-2.0673563,-2.169156,-3.6372263,-1.8939096,-0.43251052,1.4873734,0.066614054,-4.155894,2.2181728,0.7549443,-1.2445929,0.8026053,-4.057893,-1.8247317,1.8581473,-2.472379,4.5674934,-1.0086249,2.2790601,2.041908,2.7239985,-1.07565,4.3684273,7.615242,0.10575764,-0.120730594,6.6098247,-1.0499547,5.26243,3.7362351,2.870608,-4.697849,2.9843585,-0.5489599,-3.926389,-3.9775507,-1.8213108,0.8993705,-3.5793355,-0.75498885,-4.8856893,2.0988064,-4.546083,4.3636684,1.0599957,-2.9039721,-4.679914,0.6970381,-0.86850095,3.5015323,0.26070315,0.29717574,-3.7037916,-0.2992765,-1.6799589,-1.0181859,5.256182,0.87848055,1.8371834,-6.1834736,-0.1551209,-4.0408435,0.6946749,-6.1811285,-2.1727433,-7.137638,-0.30553323,0.39853626,-0.8024809,-0.97357595
